time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,338.4594,942.1887,776.9075,-90.0,0.0005,179.9999,-0.0061,-0.0768,0.5514,0.0054,0.0134,0.0135,
0.012,338.4594,942.1887,776.9075,-89.999,0.0005,179.9999,-0.0677,-0.1463,0.1767,-0.0057,0.0218,0.0213,
0.024,338.4594,942.1887,776.9075,-90.0,0.0005,179.9999,0.0865,-0.216,0.1635,0.0037,0.0126,0.0132,
0.036,338.4594,942.1887,776.9075,-89.999,0.0005,179.9999,-0.0424,-0.1054,0.0862,-0.0022,0.0231,0.019,
0.048,338.4594,942.1887,776.9075,-89.999,0.0005,179.9999,0.2107,-0.1899,0.1591,0.0082,0.0187,0.014,
0.06,338.4594,942.1887,776.9075,-89.999,0.0005,179.9999,-0.0607,-0.0717,0.2505,0.0041,0.0199,0.0138,
0.072,338.4623,942.1877,776.9075,-89.9992,0.0005,179.9999,0.0849,-0.074,0.3755,0.0023,0.0157,0.0113,
0.084,338.4594,942.1887,776.9075,-90.0,0.0005,179.9999,-0.0198,-0.1172,0.1704,-0.0039,0.0237,0.018,
0.096,338.4594,942.1887,776.9075,-90.0,0.0005,179.9999,0.1095,-0.1375,0.4559,0.0045,0.0188,0.0094,
0.108,338.4594,942.1887,776.9075,-90.0,0.0005,179.9999,0.0087,-0.0753,0.2165,-0.002,0.0225,0.0205,
0.12,338.4593,942.1884,776.9098,-90.0,0.0007,180.0,0.1098,-0.1906,0.2515,0.0024,0.0181,0.0163,
0.132,338.4593,942.1884,776.9098,-90.0,0.0007,180.0,0.0315,-0.1035,0.1212,-0.0009,0.0164,0.0125,
0.144,338.4593,942.1884,776.9098,-90.0,0.0007,180.0,0.1202,-0.1892,0.3335,0.0128,0.0189,0.0161,
0.156,338.4593,942.1884,776.9098,-90.0,0.0007,180.0,0.0345,-0.2098,0.2961,-0.0007,0.0156,0.0154,
0.168,338.4593,942.1884,776.9098,-90.0,0.0007,180.0,0.0545,-0.1118,0.204,-0.001,0.0195,0.0115,
0.18,338.4593,942.1884,776.9098,-90.0,0.0007,180.0,0.0415,-0.092,0.3421,0.0052,0.0196,0.0195,
0.192,338.4593,942.1884,776.9098,-90.0,0.0007,180.0,0.1033,-0.2212,0.2902,-0.0025,0.0174,0.0121,
0.204,338.4593,942.1884,776.9098,-90.0,0.0007,180.0,0.1335,-0.0679,0.1623,0.0039,0.0194,0.0141,
0.216,338.4593,942.1884,776.9098,-89.999,0.0007,180.0,-0.0371,-0.2162,0.2961,0.0023,0.0215,0.0169,
0.228,338.4593,942.1884,776.9098,-90.0,0.0007,180.0,0.087,-0.1021,0.2472,0.005,0.0158,0.0123,
0.24,338.4587,942.1868,776.9079,-90.0,0.0005,179.9999,-0.0432,-0.1061,0.1298,-0.0037,0.0223,0.0189,
0.252,338.4587,942.1868,776.9079,-89.999,0.0005,179.9999,0.0951,-0.1528,0.379,0.0103,0.0157,0.0162,
0.264,338.4587,942.1868,776.9079,-90.0,0.0005,179.9999,-0.0197,-0.0868,0.2586,-0.0051,0.0245,0.0196,
