time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.4265,943.9117,777.2533,-89.7503,-0.1532,179.9612,0.2352,-0.2795,0.3458,-0.0146,0.0094,0.0059,
0.012,339.4266,943.912,777.2511,-89.7503,-0.1533,179.9612,0.0338,-0.2429,0.1766,-0.0168,0.0201,0.0075,
0.024,339.4265,943.9117,777.2533,-89.7503,-0.1532,179.9612,0.2206,-0.4055,0.3901,-0.0071,0.0064,0.0081,
0.036,339.4265,943.9117,777.2533,-89.7503,-0.1532,179.9612,0.0769,-0.1587,0.0922,-0.0218,0.0211,0.0078,
0.048,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.16,-0.316,0.5555,-0.015,0.0136,0.0029,
0.06,339.4265,943.9117,777.2533,-89.7503,-0.1532,179.9612,0.1286,-0.3012,0.1378,-0.0221,0.0149,0.0093,
0.072,339.4265,943.9117,777.2533,-89.7503,-0.1532,179.9612,0.1913,-0.1978,0.3022,-0.009,0.0107,0.0059,
0.084,339.4265,943.9117,777.2533,-89.7503,-0.1532,179.9612,0.0802,-0.3312,0.385,-0.0195,0.0154,0.0022,
0.096,339.425,943.9141,777.2553,-89.7504,-0.1529,179.9609,0.2617,-0.29,0.3511,-0.0147,0.0091,0.01,
0.108,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.1647,-0.1837,0.3046,-0.0118,0.0109,0.0068,
0.12,339.425,943.9141,777.2553,-89.7504,-0.1529,179.9609,0.087,-0.2936,0.3525,-0.016,0.0187,0.0114,
0.132,339.4215,943.9135,777.2533,-89.7502,-0.153,179.9609,0.1865,-0.2599,0.2141,-0.0127,0.0075,0.0027,
0.144,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.0611,-0.295,0.2222,-0.0174,0.0115,0.0075,
0.156,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.193,-0.3028,0.5973,-0.0074,0.0124,0.0037,
0.168,339.4271,943.9134,777.2553,-89.7503,-0.153,179.9613,0.1999,-0.1999,0.0864,-0.0195,0.0198,0.0053,
0.18,339.4244,943.9125,777.2533,-89.7514,-0.153,179.9609,0.258,-0.3989,0.3778,-0.0116,0.0135,0.0006,
0.192,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.1058,-0.1965,0.2225,-0.0193,0.0208,0.01,
0.204,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.3102,-0.3206,0.2969,-0.0107,0.0094,0.0034,
0.216,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.0888,-0.2543,0.1399,-0.0154,0.0103,0.0102,
0.228,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.2861,-0.3301,0.5134,-0.0123,0.0105,0.0047,
0.24,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.159,-0.2886,-0.082,-0.013,0.0163,0.0079,
0.252,339.4244,943.9125,777.2533,-89.7504,-0.153,179.9609,0.1104,-0.3475,0.3051,-0.0167,0.0118,0.0065,
0.264,339.4238,943.9108,777.2514,-89.7504,-0.1532,179.9608,0.2657,-0.2384,0.4345,-0.0111,0.0073,0.0083,
0.276,339.4246,943.9131,777.2514,-89.7504,-0.1528,179.9609,0.1252,-0.2454,0.007,-0.0229,0.0174,0.0079,
0.288,339.4217,943.9141,777.2514,-89.7502,-0.1528,179.9609,0.2626,-0.4327,0.4704,-0.012,0.0068,0.0039,
0.3,339.4241,943.9117,777.2471,-89.7504,-0.1532,179.9608,0.0568,-0.1171,0.2201,-0.0183,0.0213,0.0076,
0.312,339.4241,943.9117,777.2471,-89.7504,-0.1532,179.9608,0.176,-0.2993,0.2575,-0.0207,0.0168,0.0042,
0.324,339.4206,943.9111,777.2452,-89.7502,-0.1533,179.9608,0.166,-0.3157,0.5192,-0.0119,0.0119,0.0079,
0.336,339.4243,943.9123,777.2452,-89.7504,-0.153,179.9609,0.2026,-0.2364,0.1287,-0.0185,0.0139,0.0037,
0.348,339.4237,943.9107,777.2432,-89.7504,-0.1531,179.9608,0.1081,-0.3238,0.1724,-0.0164,0.0118,0.0034,
0.36,339.4231,943.9091,777.2413,-89.7504,-0.1533,179.9608,0.0907,-0.2131,0.305,-0.0106,0.0194,0.009,
0.372,339.4235,943.91,777.2371,-89.7504,-0.1533,179.9608,0.1831,-0.3545,0.3438,-0.0154,0.0151,0.0056,
0.384,339.4229,943.9083,777.2351,-89.7504,-0.1534,179.9607,0.0776,-0.3245,0.2202,-0.0223,0.0188,0.0074,
0.396,339.4223,943.9067,777.2332,-89.7504,-0.1536,179.9607,0.1442,-0.3094,0.3507,-0.0103,0.008,0.0091,
0.408,339.422,943.9059,777.227,-89.7504,-0.1537,179.9606,0.1291,-0.2736,0.1838,-0.0232,0.014,0.011,
0.42,339.4214,943.9043,777.225,-89.7504,-0.1539,179.9606,0.2119,-0.3129,0.2993,-0.0105,0.0156,0.0057,
