time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,337.7969,944.1763,777.2819,-90.0016,-0.0279,-179.8606,0.0739,-0.1185,0.2602,0.001,0.0185,0.006,
0.012,337.7977,944.1786,777.2818,-90.0005,-0.0276,-179.8604,0.0722,-0.0007,0.137,-0.0005,0.0234,0.0104,
0.024,337.7969,944.1763,777.2819,-90.0005,-0.0279,-179.8606,0.1531,-0.1373,0.3441,0.0052,0.0134,0.0051,
0.036,337.7948,944.1771,777.2818,-90.0006,-0.0278,-179.8609,0.1163,-0.0318,0.1365,-0.0054,0.0204,0.0088,
0.048,337.797,944.1766,777.2796,-90.0005,-0.0281,-179.8606,0.1503,-0.1308,0.3857,0.0037,0.0176,0.005,
0.06,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.0517,-0.0557,0.3038,0.0018,0.0153,0.0052,
0.072,337.797,944.1766,777.2796,-90.0005,-0.0281,-179.8606,0.1673,-0.0089,0.17,-0.0008,0.019,0.003,
0.084,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.0549,-0.0221,0.3081,0.0037,0.0178,0.0094,
0.096,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.0735,0.0722,0.433,-0.0012,0.0173,0.0052,
0.108,337.7969,944.1763,777.2819,-90.0016,-0.0279,-179.8606,0.22,-0.0272,0.2228,-0.001,0.02,0.0112,
0.12,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.0661,-0.034,0.1336,-0.0054,0.021,0.0063,
0.132,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.0817,0.0111,0.3445,0.0071,0.0141,0.0044,
0.144,337.7948,944.1771,777.2818,-90.0006,-0.0278,-179.8609,0.1405,-0.0422,0.1336,-0.0041,0.0227,0.0079,
0.156,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.1226,-0.0735,0.2655,-0.0029,0.0103,0.0071,
0.168,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.0765,-0.0085,0.263,0.0024,0.0183,0.0078,
0.18,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.1053,-0.0496,0.4762,0.0048,0.0163,0.0075,
0.192,337.7943,944.1757,777.2776,-90.0006,-0.0281,-179.861,0.0162,-0.0292,0.1369,-0.0067,0.0241,0.0087,
0.204,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.2246,-0.1186,0.344,0.0038,0.0151,0.006,
0.216,337.7949,944.1774,777.2796,-90.0006,-0.028,-179.861,0.0717,-0.0879,0.0523,-0.0015,0.0202,0.0105,
0.228,337.7943,944.1757,777.2776,-90.0006,-0.0281,-179.861,0.069,-0.1771,0.4675,-0.0027,0.0169,-0.0002,
0.24,337.7943,944.1757,777.2776,-90.0006,-0.0281,-179.861,0.13,-0.0688,0.1842,0.0031,0.0119,0.0121,
0.252,337.7943,944.1757,777.2776,-90.0006,-0.0281,-179.861,0.1512,-0.0499,0.1328,0.0048,0.0176,0.008,
0.264,337.7943,944.1757,777.2776,-90.0006,-0.0281,-179.861,0.0166,0.0246,0.01,-0.006,0.024,0.0098,
0.276,337.7943,944.1757,777.2776,-90.0006,-0.0281,-179.861,0.0591,0.0065,0.4815,0.0056,0.0168,0.0108,
0.288,337.7937,944.1741,777.2757,-90.0006,-0.0283,-179.8611,0.0886,-0.0232,-0.2505,-0.0052,0.0208,0.0077,
0.3,337.7931,944.1724,777.2737,-90.0006,-0.0285,-179.8611,0.0423,-0.0206,-0.0369,-0.0036,0.0222,0.0073,
0.312,337.7933,944.173,777.2718,-90.0006,-0.0283,-179.8611,0.153,-0.1106,0.3431,0.0055,0.0134,0.0043,
0.324,337.7917,944.1684,777.2636,-90.0006,-0.0289,-179.8613,-0.0557,-0.0482,0.0556,-0.0068,0.0216,0.0104,
0.336,337.7899,944.1635,777.2578,-90.0006,-0.0294,-179.8615,0.1532,-0.0057,0.3532,0.0008,0.0082,0.0087,
0.348,337.7881,944.1585,777.2519,-90.0006,-0.0299,-179.8617,0.1222,-0.0855,0.1366,-0.0001,0.0204,0.0104,
0.36,337.7873,944.1561,777.2438,-90.0007,-0.0302,-179.8618,0.1119,-0.0874,0.1704,-0.0061,0.0222,0.0028,
0.372,337.7861,944.1528,777.2399,-90.0007,-0.0306,-179.8619,0.0231,0.0725,0.0939,-0.001,0.0197,0.0081,
0.384,337.7853,944.1505,777.2318,-90.0007,-0.0309,-179.862,0.1706,-0.1219,0.2137,0.0008,0.0157,0.0037,
0.396,337.7843,944.1478,777.2259,-90.0007,-0.031,-179.862,0.0369,-0.0226,0.0948,-0.0111,0.0196,0.0072,
0.408,337.7843,944.1477,777.2178,-90.0007,-0.0309,-179.862,0.0766,-0.0618,0.265,0.0017,0.0184,0.0094,
0.42,337.7841,944.1472,777.2119,-90.0007,-0.0307,-179.8619,0.0784,-0.0728,0.1779,0.0031,0.0126,0.0071,
0.432,337.7854,944.151,777.2057,-90.0008,-0.0301,-179.8617,0.0879,0.0934,0.0909,-0.0068,0.0239,0.0065,
0.444,337.7831,944.1513,777.1999,-90.0009,-0.0298,-179.862,0.1053,-0.0501,0.3043,0.0063,0.0172,0.0077,
0.456,337.786,944.1527,777.1917,-90.0008,-0.0295,-179.8615,-0.0302,-0.0607,-0.033,-0.004,0.0231,0.0097,
0.468,337.7874,944.1565,777.1856,-90.0008,-0.0289,-179.8613,0.1736,-0.0916,0.3009,0.0027,0.0165,0.0052,
0.48,337.7873,944.1564,777.1774,-90.0009,-0.0288,-179.8613,-0.0279,-0.0278,0.0149,-0.0036,0.0246,0.0138,
0.492,337.7908,944.1568,777.1712,-90.0011,-0.0286,-179.8612,0.2222,-0.0311,0.4297,0.0018,0.0183,0.006,
0.504,337.7912,944.1581,777.1673,-90.0011,-0.0282,-179.861,0.0739,-0.0013,0.2702,-0.002,0.0208,0.0127,
0.516,337.7911,944.1579,777.1592,-90.0011,-0.0281,-179.861,0.0043,-0.0513,0.2248,0.002,0.0176,0.0102,
0.528,337.7917,944.1594,777.153,-90.0011,-0.0279,-179.8609,0.1009,-0.0584,0.0892,0.0033,0.014,0.0056,
0.54,337.7914,944.1587,777.1468,-90.0011,-0.028,-179.861,0.1156,-0.0025,0.0963,-0.0065,0.0212,0.0106,
