time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,0.0016,-0.277,0.0993,0.003,-0.0047,0.017,
0.012,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,0.0222,-0.3325,-0.1527,0.0009,0.0028,0.023,
0.024,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,0.07,-0.2259,-0.1135,0.0006,0.0012,0.0198,
0.036,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,-0.0265,-0.2287,-0.0263,0.0007,0.0006,0.0196,
0.048,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,0.0475,-0.2911,-0.0713,0.0028,0.0032,0.0205,
0.06,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,0.0453,-0.2452,0.0638,-0.0041,-0.0044,0.0213,
0.072,339.5108,943.5445,776.904,-89.7389,0.4546,179.8015,-0.0253,-0.2209,-0.0636,0.0008,0.004,0.0246,
0.084,339.5093,943.5403,776.9043,-89.7389,0.4543,179.8014,0.0583,-0.3275,0.1493,0.0069,-0.0061,0.0236,
0.096,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,-0.084,-0.2234,-0.3262,-0.0036,0.0072,0.0199,
0.108,339.5094,943.5406,776.902,-89.7389,0.4541,179.8013,0.052,-0.4051,0.2306,0.0029,-0.0026,0.0208,
0.12,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,-0.0971,-0.1299,-0.2317,0.0021,0.003,0.0258,
0.132,339.5094,943.5406,776.902,-89.7389,0.4541,179.8013,0.0489,-0.2988,0.0557,0.0027,-0.0018,0.0179,
0.144,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,-0.05,-0.2382,-0.1067,0.0007,0.0026,0.0238,
0.156,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,0.0931,-0.3739,-0.0665,-0.0027,0.0003,0.0229,
0.168,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,-0.0256,-0.2813,-0.0679,0.0016,0.0016,0.0213,
0.18,339.5094,943.5406,776.902,-89.7389,0.4541,179.8013,-0.1147,-0.3056,0.1109,0.0059,0.0018,0.0267,
0.192,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,0.0176,-0.2572,-0.0752,-0.0012,0.001,0.0156,
0.204,339.51,943.5422,776.904,-89.7389,0.4543,179.8014,-0.0852,-0.1705,-0.1941,-0.0074,0.0046,0.0207,
0.216,339.5094,943.5406,776.902,-89.7389,0.4541,179.8013,0.0069,-0.2444,0.1463,0.0064,-0.0031,0.0211,
0.228,339.5094,943.5406,776.902,-89.7389,0.4541,179.8013,-0.03,-0.2201,-0.1959,-0.0006,0.0066,0.0223,
0.24,339.5094,943.5406,776.902,-89.7389,0.4541,179.8013,0.0715,-0.3372,0.1409,0.0007,-0.0012,0.0177,
0.252,339.5094,943.5406,776.902,-89.7389,0.4541,179.8013,-0.0775,-0.1682,-0.1456,-0.0029,0.0037,0.0256,
0.264,339.5094,943.5406,776.902,-89.7389,0.4541,179.8013,-0.0492,-0.2704,0.0978,0.0032,0.001,0.0169,
0.276,339.5094,943.5406,776.902,-89.7389,0.4541,179.8013,-0.06,-0.2356,-0.0182,-0.0097,0.0035,0.0238,
0.288,339.5088,943.5389,776.9001,-89.7389,0.4539,179.8012,0.0097,-0.3017,0.0582,0.0102,-0.0038,0.0203,
0.3,339.5089,943.5392,776.8978,-89.7389,0.4538,179.8012,-0.0825,-0.2844,-0.1973,-0.0043,0.0022,0.0189,
0.312,339.5083,943.5376,776.8958,-89.7389,0.4536,179.8011,0.0834,-0.3367,0.2747,0.0082,-0.0039,0.0225,
0.324,339.5085,943.5382,776.8939,-89.7389,0.4538,179.8012,-0.0423,-0.1919,0.0634,0.0057,-0.0034,0.0221,
0.336,339.508,943.5369,776.8897,-89.7389,0.4535,179.8011,0.0881,-0.2598,-0.0714,-0.0043,0.0052,0.0197,
0.348,339.5062,943.5319,776.8838,-89.74,0.453,179.8009,-0.018,-0.3089,0.0644,0.0057,-0.001,0.0244,
0.36,339.5046,943.5273,776.8756,-89.7389,0.4523,179.8006,-0.2012,-0.1312,-0.1039,-0.0038,0.0042,0.023,
0.372,339.5029,943.5226,776.8675,-89.74,0.4516,179.8004,0.045,-0.2932,0.0595,-0.0017,0.0007,0.0203,
0.384,339.5019,943.52,776.8616,-89.74,0.4515,179.8003,0.005,-0.2402,0.0208,0.005,-0.0005,0.0237,
0.396,339.5002,943.5153,776.8535,-89.74,0.4508,179.8001,-0.0254,-0.2094,0.1903,-0.0021,-0.0062,0.0187,
0.408,339.4985,943.5104,776.8476,-89.7389,0.4504,179.7999,-0.0347,-0.3618,-0.1092,-0.0068,0.0026,0.0212,
0.42,339.4976,943.508,776.8395,-89.739,0.4501,179.7998,0.0761,-0.2852,0.0993,0.0043,-0.003,0.0187,
0.432,339.4965,943.505,776.8333,-89.739,0.4496,179.7996,-0.1299,-0.1754,-0.0598,-0.0074,0.0,0.0231,
0.444,339.4956,943.5026,776.8252,-89.74,0.4493,179.7995,0.047,-0.2946,-0.0698,0.0013,0.0007,0.0205,
0.456,339.4954,943.5019,776.819,-89.739,0.4491,179.7995,-0.0497,-0.1473,-0.0143,-0.0012,0.0058,0.0288,
0.468,339.4989,943.5026,776.8132,-89.7403,0.4497,179.7997,0.1137,-0.335,-0.0345,-0.0023,0.0017,0.0155,
0.48,339.4968,943.5058,776.8051,-89.7391,0.4501,179.7999,0.0724,-0.2296,-0.113,0.0021,-0.0013,0.0199,
0.492,339.499,943.5118,776.7989,-89.7402,0.4511,179.8002,0.0541,-0.2724,0.062,0.0045,-0.0044,0.0221,
0.504,339.5006,943.5162,776.7908,-89.7402,0.4519,179.8005,-0.0046,-0.2651,-0.1523,-0.0012,0.003,0.0223,
0.516,339.5019,943.5196,776.7869,-89.7403,0.4526,179.8008,-0.0054,-0.2087,-0.0215,-0.0035,0.0028,0.023,
0.528,339.5054,943.5226,776.7808,-89.7392,0.4531,179.8013,0.0278,-0.2586,-0.0262,0.0048,-0.0024,0.0205,
0.54,339.5046,943.5271,776.7746,-89.7393,0.4538,179.8012,-0.1031,-0.2601,-0.1829,-0.0054,0.0049,0.0297,
0.552,339.5052,943.5286,776.7684,-89.7393,0.4541,179.8013,0.0462,-0.2686,-0.0272,0.0001,-0.0002,0.0197,
0.564,339.5065,943.5324,776.7623,-89.7394,0.4546,179.8015,-0.0748,-0.1953,0.0609,0.0012,0.0045,0.0211,
0.576,339.5063,943.5317,776.7561,-89.7394,0.4545,179.8015,0.0796,-0.3377,0.1473,0.0052,-0.0038,0.0227,
0.588,339.5068,943.5332,776.7499,-89.7394,0.4547,179.8016,-0.0312,-0.1919,-0.2831,-0.0003,0.0083,0.0216,
0.6,339.5074,943.5347,776.7438,-89.7395,0.455,179.8016,0.0515,-0.2987,0.1453,0.0027,-0.0036,0.0203,
0.612,339.5079,943.5362,776.7376,-89.7395,0.4552,179.8017,-0.0535,-0.3756,-0.065,-0.0025,0.002,0.0228,
0.624,339.5071,943.5338,776.7295,-89.7395,0.4549,179.8016,0.1545,-0.1816,0.1055,0.007,-0.0016,0.0246,
0.636,339.5076,943.5353,776.7233,-89.7395,0.4551,179.8017,-0.0531,-0.2418,-0.1949,-0.0009,0.0018,0.0215,
0.648,339.5074,943.5345,776.7171,-89.7395,0.455,179.8017,-0.0004,-0.3202,-0.065,0.0011,0.0013,0.0237,
0.66,339.508,943.5363,776.7087,-89.7396,0.4551,179.8017,0.1182,-0.2228,-0.1532,-0.0009,0.0015,0.0224,
0.672,339.5078,943.5356,776.7025,-89.7396,0.4549,179.8016,-0.044,-0.2471,-0.0194,0.0035,-0.0042,0.0238,
0.684,339.5084,943.5374,776.694,-89.7396,0.455,179.8017,0.0667,-0.223,-0.0704,-0.0024,0.0029,0.0198,
0.696,339.509,943.5389,776.6879,-89.7396,0.4552,179.8017,0.0354,-0.2678,-0.239,-0.0088,0.0017,0.02,
0.708,339.5087,943.5381,776.6817,-89.7397,0.4551,179.8017,0.0053,-0.2662,0.2751,0.0046,-0.0006,0.0217,
0.72,339.5094,943.5399,776.6733,-89.7397,0.4551,179.8017,0.0961,-0.1834,-0.1915,-0.0003,0.0,0.025,
0.732,339.51,943.5417,776.6648,-89.7397,0.4552,179.8017,0.0729,-0.3084,0.3153,-0.0005,-0.0022,0.0192,
0.744,339.5092,943.5394,776.6567,-89.7397,0.4549,179.8016,-0.1004,-0.1866,-0.2274,-0.003,0.0006,0.0274,
0.756,339.5098,943.5411,776.6482,-89.7398,0.455,179.8017,0.1451,-0.0995,0.01,0.0035,0.0026,0.0173,
0.768,339.5096,943.5404,776.642,-89.7398,0.4548,179.8016,-0.1289,-0.1945,0.1102,-0.0062,0.0042,0.0235,
0.78,339.5093,943.5397,776.6359,-89.7398,0.4547,179.8016,0.0533,-0.2401,0.1453,0.0049,-0.0011,0.0211,
0.792,339.5099,943.5415,776.6274,-89.7398,0.4548,179.8016,0.0438,-0.2079,0.0594,-0.0022,0.0031,0.0204,
0.804,339.5097,943.5407,776.6212,-89.7398,0.4546,179.8015,0.0537,-0.3456,0.2867,-0.0008,-0.0036,0.0291,
0.816,339.5102,943.5422,776.6151,-89.7409,0.4549,179.8016,0.0089,-0.1683,0.0625,0.0074,-0.0066,0.0214,
0.828,339.513,943.5407,776.6066,-89.7401,0.4546,179.8015,-0.0361,-0.2268,-0.2003,-0.0052,0.0041,0.0174,
0.84,339.5098,943.541,776.6004,-89.7399,0.4544,179.8015,-0.0171,-0.3349,0.0218,0.0069,-0.0001,0.0252,
0.852,339.5104,943.5425,776.5943,-89.7399,0.4547,179.8016,-0.1516,-0.2305,-0.1848,-0.0035,0.008,0.0288,
0.864,339.5101,943.5418,776.5881,-89.7399,0.4545,179.8015,0.0217,-0.3181,0.1433,-0.002,-0.0057,0.017,
0.876,339.5106,943.5433,776.5819,-89.74,0.4548,179.8016,-0.0447,-0.2148,0.0639,0.0039,-0.0009,0.0228,
