time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.4211,944.1826,771.5537,-128.3204,0.0043,179.998,4.3355,-7.9247,-29.5596,0.8983,0.6555,0.1668,
0.012,339.4197,944.1787,771.5543,-128.3204,0.0043,179.998,4.2741,-7.7855,-29.3796,0.8627,0.665,0.1667,
0.024,339.419,944.1768,771.5547,-128.3215,0.0043,179.998,4.0443,-7.7575,-29.2379,0.8636,0.6324,0.1644,
0.036,339.4181,944.1743,771.557,-128.3215,0.0041,179.9981,3.8348,-7.6505,-29.0091,0.8608,0.6052,0.1637,
0.048,339.4174,944.1724,771.5573,-128.3225,0.0041,179.9981,3.8131,-7.5449,-28.9623,0.8353,0.5867,0.1551,
0.06,339.4202,944.171,771.5596,-128.3227,0.0043,179.998,3.6387,-7.2937,-28.4753,0.8222,0.5789,0.1582,
0.072,339.4195,944.1691,771.5599,-128.3238,0.0043,179.998,3.4127,-7.4848,-28.4391,0.859,0.5586,0.1537,
0.084,339.4195,944.1691,771.5599,-128.3248,0.0043,179.998,3.2998,-7.4376,-28.0755,0.83,0.5328,0.1538,
0.096,339.4186,944.1673,771.5603,-128.3396,0.0043,179.998,3.2765,-7.3489,-28.5946,0.8163,0.543,0.1496,
0.108,339.4175,944.1652,771.5603,-128.367,0.0039,179.9982,3.1805,-7.2915,-27.472,0.823,0.5119,0.1468,
0.12,339.417,944.1652,771.5625,-128.4135,0.0041,179.9981,3.1472,-7.4836,-28.4697,0.8297,0.5297,0.1451,
0.132,339.4163,944.1657,771.5625,-128.4842,0.0041,179.9981,2.9434,-7.1922,-27.9626,0.7976,0.5213,0.1267,
0.144,339.4181,944.1655,771.5625,-128.6016,0.0041,179.9981,2.7677,-7.2626,-28.0935,0.8164,0.5161,0.1258,
0.156,339.416,944.1645,771.5629,-128.7431,0.0041,179.9981,2.997,-7.1105,-27.5468,0.7999,0.5045,0.1132,
0.168,339.4136,944.1634,771.5629,-128.9099,0.0037,179.9982,2.5566,-7.2488,-27.5343,0.8169,0.4999,0.1201,
0.18,339.4119,944.1647,771.5629,-129.0904,0.0037,179.9982,2.6024,-7.1505,-26.8164,0.8074,0.4747,0.1032,
0.192,339.4128,944.165,771.5629,-129.289,0.0037,179.9982,2.4715,-7.1167,-27.0782,0.8274,0.4839,0.1049,
0.204,339.4107,944.1666,771.5629,-129.515,0.0037,179.9982,2.5716,-7.0747,-26.7851,0.8277,0.4742,0.0981,
0.216,339.4079,944.1666,771.5609,-129.7493,0.0035,179.9982,2.3683,-6.8547,-26.3436,0.8098,0.4576,0.0955,
0.228,339.4082,944.167,771.5632,-130.004,0.0037,179.9981,2.1336,-6.8431,-26.3884,0.8192,0.4537,0.0921,
0.24,339.4088,944.1678,771.5632,-130.2533,0.0037,179.9981,2.0509,-6.9352,-25.9077,0.8242,0.4429,0.0964,
0.252,339.4086,944.1662,771.5632,-130.4963,0.0033,179.9982,1.8445,-6.5626,-26.234,0.8068,0.4238,0.0951,
0.264,339.4085,944.1653,771.5613,-130.7424,0.0031,179.9983,1.8657,-6.6897,-26.4582,0.8291,0.4156,0.0912,
0.276,339.409,944.1658,771.5636,-130.996,0.0033,179.9982,1.4718,-6.7974,-26.2355,0.8239,0.4211,0.0937,
0.288,339.409,944.1649,771.5616,-131.24,0.0031,179.9983,1.5014,-6.8254,-25.5364,0.8116,0.387,0.0917,
0.3,339.4096,944.1656,771.5616,-131.4873,0.0031,179.9983,1.6333,-6.7794,-25.8713,0.7957,0.3795,0.0934,
0.312,339.4102,944.1664,771.5616,-131.7324,0.0031,179.9983,1.6786,-6.8127,-26.0539,0.8176,0.37,0.0879,
0.324,339.4093,944.1629,771.562,-131.9732,0.0027,179.9984,1.4496,-6.6216,-25.7013,0.7785,0.3553,0.0788,
0.336,339.41,944.1637,771.562,-132.2141,0.0027,179.9984,1.2585,-6.5462,-25.2519,0.7873,0.3213,0.0837,
