time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.3504,943.9984,771.0425,-135.2886,-0.0006,179.9998,2.3632,-14.253,-32.0242,1.6073,0.9201,0.3042,
0.012,339.3525,943.9952,771.0451,-135.2898,-0.0004,179.9997,2.3082,-14.2088,-31.2119,1.5913,0.8944,0.2912,
0.024,339.3511,943.9916,771.0435,-135.2909,-0.0006,179.9998,2.0404,-13.6992,-31.2342,1.5593,0.8748,0.288,
0.036,339.3504,943.9897,771.0438,-135.2919,-0.0006,179.9998,2.0244,-13.7858,-30.8851,1.5553,0.8431,0.283,
0.048,339.3526,943.9867,771.0442,-135.2932,-0.0006,179.9998,1.6733,-13.5428,-30.8248,1.538,0.8283,0.2825,
0.06,339.3519,943.9848,771.0445,-135.2942,-0.0006,179.9998,1.5707,-13.5333,-30.7699,1.519,0.7832,0.2733,
0.072,339.3541,943.9818,771.0448,-135.2965,-0.0006,179.9998,1.7261,-13.3891,-30.7248,1.5056,0.7928,0.276,
0.084,339.3534,943.9799,771.0452,-135.2997,-0.0006,179.9998,1.3865,-13.3546,-30.0688,1.4931,0.7638,0.2704,
0.096,339.3562,943.9789,771.0452,-135.3094,-0.0006,179.9998,1.2507,-13.2491,-30.32,1.4992,0.7477,0.2694,
0.108,339.3554,943.9774,771.0432,-135.3263,-0.0007,179.9999,1.2287,-13.1025,-30.7825,1.4773,0.7394,0.268,
0.12,339.355,943.9775,771.0455,-135.3674,-0.0006,179.9998,1.4415,-13.1615,-30.41,1.4731,0.7419,0.2609,
0.132,339.3574,943.9769,771.0455,-135.4214,-0.0006,179.9998,0.9891,-12.9843,-30.4067,1.4581,0.7267,0.2495,
0.144,339.3589,943.9749,771.0436,-135.5135,-0.0007,179.9999,0.9991,-12.9399,-29.9623,1.4733,0.7249,0.2323,
0.156,339.3577,943.9756,771.0458,-135.6381,-0.0006,179.9998,1.0881,-12.6898,-29.7572,1.4715,0.7443,0.2304,
0.168,339.3594,943.9757,771.0458,-135.7797,-0.0006,179.9998,1.1937,-12.5653,-29.139,1.4816,0.7378,0.2132,
0.18,339.3581,943.9769,771.0458,-135.9307,-0.0006,179.9998,1.0504,-12.3491,-29.0102,1.4844,0.7391,0.2115,
0.192,339.3594,943.9773,771.0458,-136.1093,-0.0006,179.9998,1.3351,-12.4895,-28.54,1.5162,0.7637,0.1969,
0.204,339.36,943.9762,771.0439,-136.3037,-0.0007,179.9999,1.2478,-12.0383,-28.6257,1.5053,0.7682,0.1925,
0.216,339.3581,943.9779,771.0439,-136.5233,-0.0007,179.9999,1.3275,-11.9743,-27.908,1.4849,0.7551,0.177,
0.228,339.3591,943.9791,771.0442,-136.76,-0.0004,179.9998,1.2942,-11.8756,-27.6647,1.5054,0.768,0.1739,
0.24,339.3598,943.9801,771.0442,-137.0082,-0.0004,179.9998,1.4615,-11.7829,-27.4503,1.4988,0.7616,0.1724,
0.252,339.36,943.9795,771.0423,-137.2629,-0.0005,179.9998,1.3295,-11.407,-26.8563,1.4899,0.7682,0.1643,
0.264,339.3608,943.9805,771.0423,-137.5069,-0.0005,179.9999,1.6108,-11.0816,-26.4419,1.4798,0.7634,0.152,
0.276,339.361,943.9795,771.0426,-137.7467,-0.0005,179.9999,1.652,-11.0583,-26.4096,1.4799,0.7797,0.1493,
0.288,339.3618,943.9805,771.0426,-137.9897,-0.0005,179.9999,1.4951,-10.882,-25.9603,1.4541,0.7499,0.1478,
0.3,339.3618,943.9793,771.0452,-138.2359,-0.0004,179.9998,1.5022,-10.7866,-25.9698,1.4461,0.7698,0.1443,
0.312,339.3628,943.9806,771.043,-138.4799,-0.0005,179.9999,1.6382,-10.6339,-26.2017,1.4256,0.7553,0.1552,
0.324,339.3631,943.9799,771.041,-138.7208,-0.0007,180.0,1.9851,-10.6854,-25.9147,1.4109,0.7604,0.1483,
0.336,339.3635,943.9791,771.0391,-138.9512,-0.0009,-179.9999,1.6568,-10.4133,-25.7645,1.4118,0.7436,0.1544,
0.348,339.3637,943.9782,771.0394,-139.191,-0.0009,-179.9999,2.1331,-10.2494,-25.352,1.3845,0.7618,0.1467,
0.36,339.3646,943.9792,771.0394,-139.4361,-0.0009,-179.9999,1.9051,-10.1192,-25.4519,1.3613,0.7315,0.1508,
0.372,339.3647,943.9784,771.0397,-139.6854,-0.0009,-179.9999,2.13,-9.9681,-25.0235,1.3374,0.7175,0.1435,
0.384,339.365,943.9778,771.0378,-139.9316,-0.001,-179.9998,1.9292,-9.8989,-25.3118,1.3297,0.713,0.1464,
0.396,339.3658,943.9786,771.0401,-140.1778,-0.0009,-179.9999,2.0803,-9.6136,-25.1781,1.3076,0.7081,0.1444,
0.408,339.3661,943.9777,771.0404,-140.4208,-0.0009,-179.9999,1.9892,-9.6492,-24.7318,1.2984,0.6806,0.1467,
0.42,339.3665,943.9771,771.0385,-140.6595,-0.001,-179.9998,1.9649,-9.4433,-24.7153,1.2682,0.6703,0.1481,
