time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.9869,943.8176,776.8596,-89.9834,-0.3734,179.9508,-0.018,-0.4453,-0.3299,-0.0202,0.0401,-0.0065,
0.012,339.9863,943.816,776.8576,-89.9834,-0.3736,179.9508,0.0637,-0.4619,-0.3767,-0.0115,0.0376,-0.0073,
0.024,339.9847,943.8183,776.8596,-89.9835,-0.3733,179.9505,0.0309,-0.5315,-0.2523,-0.0184,0.038,-0.0117,
0.036,339.9863,943.816,776.8576,-89.9834,-0.3736,179.9508,0.0789,-0.3625,-0.717,-0.0177,0.0415,-0.0058,
0.048,339.9862,943.8159,776.8576,-89.9845,-0.3736,179.9508,0.0399,-0.4475,-0.2033,-0.0128,0.037,-0.0067,
0.06,339.9863,943.816,776.8576,-89.9834,-0.3736,179.9508,-0.0251,-0.357,-0.3765,-0.0236,0.046,-0.0089,
0.072,339.9863,943.816,776.8576,-89.9834,-0.3736,179.9508,0.0901,-0.3924,-0.3744,-0.0107,0.0372,-0.0055,
0.084,339.9869,943.8176,776.8596,-89.9834,-0.3734,179.9508,-0.1458,-0.3765,-0.4574,-0.0236,0.0441,-0.0072,
0.096,339.9841,943.8167,776.8576,-89.9846,-0.3735,179.9504,0.0381,-0.393,-0.1666,-0.0122,0.0386,-0.0108,
0.108,339.9847,943.8183,776.8596,-89.9835,-0.3733,179.9505,-0.1577,-0.3354,-0.3231,-0.0156,0.0416,-0.0024,
0.12,339.9841,943.8167,776.8576,-89.9846,-0.3735,179.9504,-0.0872,-0.4379,-0.2068,-0.0156,0.0384,-0.0109,
0.132,339.9841,943.8167,776.8576,-89.9835,-0.3735,179.9504,0.0585,-0.4374,-0.3366,-0.0157,0.0368,-0.0106,
0.144,339.9812,943.8177,776.8576,-89.9834,-0.3735,179.9504,0.0554,-0.5175,-0.4141,-0.0211,0.0361,-0.0055,
0.156,339.9841,943.8167,776.8576,-89.9835,-0.3735,179.9504,-0.1358,-0.4048,-0.201,-0.0165,0.0414,-0.0068,
0.168,339.9847,943.8183,776.8596,-89.9835,-0.3733,179.9505,0.005,-0.4279,-0.592,-0.017,0.045,-0.0079,
0.18,339.9841,943.8167,776.8576,-89.9835,-0.3735,179.9504,0.0075,-0.4671,-0.2949,-0.0175,0.0365,-0.0124,
0.192,339.9841,943.8167,776.8576,-89.9835,-0.3735,179.9504,-0.1421,-0.3556,-0.5436,-0.0203,0.0407,-0.0079,
0.204,339.9841,943.8167,776.8576,-89.9835,-0.3735,179.9504,0.0599,-0.4629,-0.5042,-0.0145,0.0377,-0.0071,
0.216,339.9841,943.8167,776.8576,-89.9835,-0.3735,179.9504,0.053,-0.4064,-0.453,-0.0242,0.0367,-0.0037,
0.228,339.9841,943.8167,776.8576,-89.9835,-0.3735,179.9504,0.0124,-0.4173,-0.2067,-0.0154,0.0322,-0.0115,
0.24,339.9841,943.8167,776.8576,-89.9835,-0.3735,179.9504,-0.0248,-0.4164,-0.3339,-0.0243,0.0427,-0.0099,
0.252,339.9835,943.815,776.8557,-89.9835,-0.3737,179.9504,0.0662,-0.5425,-0.2498,-0.0096,0.0377,-0.0076,
0.264,339.9843,943.8173,776.8557,-89.9836,-0.3733,179.9505,-0.1132,-0.393,-0.2413,-0.0194,0.0395,-0.0058,
0.276,339.9843,943.8173,776.8557,-89.9836,-0.3733,179.9505,-0.0126,-0.4826,-0.2542,-0.0132,0.036,-0.0133,
0.288,339.9837,943.8157,776.8537,-89.9836,-0.3735,179.9504,-0.17,-0.3928,-0.4535,-0.0252,0.0418,-0.0056,
0.3,339.9837,943.8157,776.8537,-89.9836,-0.3735,179.9504,0.1213,-0.411,-0.3335,-0.005,0.0335,-0.0064,
0.312,339.9831,943.814,776.8518,-89.9836,-0.3736,179.9504,0.0354,-0.5036,-0.6291,-0.0149,0.038,-0.0045,
0.324,339.9833,943.8146,776.8498,-89.9836,-0.3734,179.9505,0.0585,-0.5207,-0.2508,-0.0168,0.0352,-0.0108,
0.336,339.9829,943.8133,776.8456,-89.9836,-0.3738,179.9503,0.0396,-0.4452,-0.3332,-0.0113,0.0395,-0.0065,
0.348,339.9823,943.8116,776.8436,-89.9836,-0.3739,179.9503,0.1955,-0.3936,-0.3756,-0.0243,0.0434,-0.0063,
0.36,339.9817,943.81,776.8417,-89.9836,-0.3741,179.9502,0.0106,-0.4901,-0.2058,-0.0163,0.0374,-0.0092,
0.372,339.9813,943.809,776.8378,-89.9836,-0.3741,179.9502,-0.0124,-0.3965,-0.5947,-0.0106,0.0401,-0.0103,
0.384,339.9801,943.8057,776.8339,-89.9836,-0.3744,179.9501,-0.0908,-0.4184,-0.2945,-0.0183,0.0351,-0.014,
0.396,339.9791,943.8027,776.8277,-89.9836,-0.3749,179.9499,0.009,-0.4186,-0.4247,-0.0154,0.034,-0.0137,
0.408,339.9781,943.8,776.8219,-89.9836,-0.375,179.9499,-0.0072,-0.5241,-0.3355,-0.0077,0.0427,-0.0067,
0.42,339.977,943.797,776.8157,-89.9836,-0.3755,179.9497,-0.0158,-0.4768,-0.4659,-0.0146,0.0402,-0.0106,
0.432,339.9766,943.796,776.8118,-89.9836,-0.3755,179.9497,0.0661,-0.4296,-0.213,-0.0068,0.0417,-0.0109,
0.444,339.975,943.7913,776.8037,-89.9836,-0.3761,179.9495,-0.0112,-0.4688,-0.6292,-0.0114,0.0436,-0.0029,
0.456,339.9746,943.7903,776.7998,-89.9836,-0.3761,179.9495,0.065,-0.4408,-0.4711,-0.0068,0.0368,-0.0129,
0.468,339.9729,943.7857,776.7917,-89.9836,-0.3768,179.9493,-0.133,-0.4527,-0.4127,-0.0126,0.0458,-0.0025,
0.48,339.9728,943.7852,776.7858,-89.9836,-0.3765,179.9493,0.1138,-0.5404,-0.3365,-0.0096,0.0388,-0.0074,
0.492,339.9711,943.7806,776.7777,-89.9836,-0.3772,179.9491,0.0897,-0.4163,-0.3313,-0.011,0.0389,-0.0048,
0.504,339.9707,943.7796,776.7738,-89.9836,-0.3772,179.9491,0.0178,-0.4297,-0.3375,-0.0066,0.0423,-0.0083,
0.516,339.9699,943.7772,776.7657,-89.9837,-0.3775,179.949,-0.0307,-0.4059,-0.2082,-0.0078,0.0403,-0.0092,
0.528,339.9696,943.7764,776.7595,-89.9837,-0.3776,179.949,0.0828,-0.475,-0.5105,-0.0132,0.0399,-0.0104,
0.54,339.9694,943.7757,776.7533,-89.9837,-0.3777,179.9489,-0.0322,-0.4312,-0.3748,-0.0095,0.0412,-0.0057,
0.552,339.9691,943.775,776.7472,-89.9826,-0.3779,179.9489,-0.0329,-0.4354,-0.3389,-0.0081,0.0404,-0.0108,
0.564,339.9697,943.7768,776.7387,-89.9827,-0.3778,179.9489,0.0832,-0.4207,-0.4655,-0.0141,0.039,-0.0096,
0.576,339.9698,943.7769,776.7282,-89.9837,-0.3779,179.9488,0.1648,-0.4333,-0.3327,-0.0098,0.0355,-0.0055,
0.588,339.9712,943.7807,776.722,-89.9827,-0.3773,179.9491,-0.0108,-0.4266,-0.2058,-0.014,0.035,-0.01,
0.6,339.972,943.7831,776.7116,-89.9828,-0.377,179.9491,-0.0271,-0.5026,-0.3798,-0.0254,0.0412,-0.0124,
0.612,339.977,943.7878,776.705,-89.983,-0.3765,179.9494,0.1374,-0.4806,-0.3815,-0.0104,0.0343,-0.0105,
0.624,339.9784,943.7918,776.6965,-89.983,-0.376,179.9495,-0.1179,-0.3419,-0.499,-0.0217,0.0395,-0.007,
0.636,339.9793,943.7943,776.6861,-89.983,-0.3758,179.9496,0.0836,-0.4471,-0.3831,-0.0129,0.0399,-0.0114,
0.648,339.9798,943.7958,776.6799,-89.9831,-0.3755,179.9497,-0.0908,-0.4624,-0.4161,-0.0188,0.0402,-0.0073,
0.66,339.9797,943.7953,776.6714,-89.9831,-0.3758,179.9496,0.062,-0.4726,-0.166,-0.0147,0.0309,-0.0124,
0.672,339.9802,943.7968,776.6652,-89.9831,-0.3756,179.9497,-0.0156,-0.3123,-0.4171,-0.0171,0.0391,-0.0079,
0.684,339.9803,943.797,776.6548,-89.9831,-0.3757,179.9496,-0.0355,-0.4438,-0.2489,-0.0142,0.0337,-0.0107,
0.696,339.98,943.7963,776.6486,-89.9831,-0.3758,179.9496,-0.1315,-0.3357,-0.2014,-0.0142,0.0338,-0.0091,
0.708,339.9806,943.7981,776.6401,-89.9832,-0.3758,179.9496,0.0616,-0.4077,-0.4214,-0.0124,0.0384,-0.0088,
0.72,339.9812,943.7996,776.6339,-89.9832,-0.3755,179.9497,-0.0069,-0.3961,-0.3341,-0.0092,0.0375,-0.0081,
0.732,339.9817,943.8011,776.6277,-89.9832,-0.3753,179.9498,-0.135,-0.4202,-0.3336,-0.0152,0.034,-0.0115,
0.744,339.9818,943.8013,776.6173,-89.9832,-0.3754,179.9497,0.0631,-0.4116,-0.2053,-0.0139,0.0341,-0.009,
0.756,339.9823,943.8028,776.6111,-89.9833,-0.3752,179.9498,-0.0102,-0.4025,-0.1675,-0.0123,0.0341,-0.0133,
0.768,339.9821,943.802,776.6049,-89.9833,-0.3753,179.9498,-0.0316,-0.4395,-0.2043,-0.0112,0.0353,-0.0084,
0.78,339.9834,943.8058,776.5987,-89.9833,-0.3747,179.95,-0.0681,-0.4274,-0.465,-0.0184,0.0382,-0.0121,
0.792,339.9825,943.8034,776.5905,-89.9833,-0.375,179.9499,0.0363,-0.3746,-0.293,-0.0149,0.0336,-0.0114,
0.804,339.9832,943.8052,776.582,-89.9833,-0.375,179.9499,-0.1645,-0.3909,-0.5852,-0.0177,0.0444,-0.0055,
0.816,339.9837,943.8067,776.5758,-89.9834,-0.3747,179.95,-0.0113,-0.4281,-0.4247,-0.011,0.0368,-0.0122,
0.828,339.9835,943.806,776.5697,-89.9834,-0.3749,179.9499,-0.0962,-0.4052,-0.4176,-0.0226,0.0427,-0.0089,
0.84,339.9834,943.8059,776.5615,-89.9834,-0.3748,179.95,0.0186,-0.5206,-0.1156,-0.0122,0.0331,-0.006,
0.852,339.984,943.8074,776.5553,-89.9834,-0.3746,179.95,0.0324,-0.4496,-0.4582,-0.0188,0.0371,-0.0063,
0.864,339.9845,943.8089,776.5491,-89.9834,-0.3743,179.9501,0.0333,-0.431,-0.2073,-0.0186,0.032,-0.0123,
0.876,339.9851,943.8107,776.5406,-89.9835,-0.3743,179.9501,-0.0388,-0.3991,-0.4616,-0.0136,0.0454,-0.0064,
0.888,339.9856,943.8119,776.5367,-89.9835,-0.3739,179.9503,0.087,-0.4458,-0.1651,-0.0129,0.0381,-0.0092,
0.9,339.9875,943.8082,776.5283,-89.9837,-0.3745,179.95,-0.0188,-0.5003,-0.6283,-0.0193,0.0412,-0.0045,
0.912,339.9851,943.8107,776.5221,-89.9835,-0.3743,179.9501,0.0908,-0.4719,-0.2086,-0.0088,0.0389,-0.0084,
0.924,339.9915,943.8101,776.5158,-89.9839,-0.3741,179.9502,0.0505,-0.3977,-0.5504,-0.0197,0.046,-0.0087,
0.936,339.9883,943.8104,776.5097,-89.9837,-0.3742,179.9502,0.0406,-0.4438,-0.4112,-0.0127,0.0387,-0.0014,
0.948,339.988,943.8097,776.5035,-89.9837,-0.3744,179.9501,0.0179,-0.4855,-0.2871,-0.0103,0.039,-0.0042,
0.96,339.9886,943.8112,776.4973,-89.9838,-0.3741,179.9502,-0.0413,-0.4012,-0.3309,-0.0181,0.0429,-0.0066,
0.972,339.9891,943.8127,776.4911,-89.9838,-0.3739,179.9503,0.1349,-0.4764,-0.2101,-0.0134,0.0359,-0.0108,
0.984,339.9889,943.812,776.4849,-89.9838,-0.374,179.9502,-0.0655,-0.3347,-0.5847,-0.0172,0.0431,-0.0045,
0.996,339.9886,943.8112,776.4787,-89.9838,-0.3742,179.9502,0.1115,-0.4386,-0.2518,-0.0129,0.0344,-0.0106,
1.008,339.9883,943.8105,776.4725,-89.9838,-0.3743,179.9501,-0.0856,-0.4627,-0.4088,-0.0172,0.0376,-0.0023,
1.02,339.9889,943.812,776.4663,-89.9838,-0.3741,179.9502,0.0627,-0.4417,-0.2029,-0.0158,0.0316,-0.0082,
1.032,339.9894,943.8135,776.4601,-89.9839,-0.3738,179.9503,0.09,-0.3391,-0.3763,-0.0101,0.0371,-0.0071,
1.044,339.99,943.815,776.4539,-89.9839,-0.3736,179.9504,0.0378,-0.4204,-0.4189,-0.0125,0.0387,-0.0072,
1.056,339.9897,943.8143,776.4477,-89.9839,-0.3737,179.9503,-0.1118,-0.4253,-0.3337,-0.0153,0.0387,-0.0099,
1.068,339.9902,943.8158,776.4415,-89.9839,-0.3735,179.9504,0.0287,-0.4181,-0.7179,-0.0183,0.0422,-0.0068,
1.08,339.99,943.8151,776.4353,-89.9829,-0.3736,179.9504,0.0661,-0.5997,-0.3369,-0.0088,0.037,-0.0083,
1.092,339.9905,943.8166,776.4291,-89.984,-0.3734,179.9504,-0.1164,-0.4114,-0.5005,-0.0181,0.0472,-0.0048,
1.104,339.991,943.8181,776.4229,-89.984,-0.3732,179.9505,0.0434,-0.454,-0.2541,-0.007,0.0353,-0.0116,
1.116,339.9902,943.8157,776.4148,-89.984,-0.3735,179.9504,-0.1336,-0.3496,-0.4151,-0.0129,0.0431,-0.0056,
1.128,339.9928,943.8139,776.4086,-89.9842,-0.3736,179.9504,0.017,-0.4496,-0.5065,-0.0098,0.0306,-0.0103,
1.14,339.9934,943.8154,776.4024,-89.9832,-0.3734,179.9505,-0.072,-0.3653,-0.546,-0.0221,0.0424,-0.0087,
1.152,339.9896,943.8141,776.3943,-89.983,-0.3737,179.9503,0.0171,-0.4689,-0.1209,-0.0116,0.0331,-0.0101,
1.164,339.9936,943.8162,776.39,-89.9842,-0.3733,179.9505,-0.011,-0.3702,-0.372,-0.0148,0.0358,-0.0063,
1.176,339.9928,943.8138,776.3819,-89.9832,-0.3736,179.9504,0.0373,-0.5145,-0.4285,-0.0107,0.0338,-0.0147,
1.188,339.9896,943.8141,776.3757,-89.983,-0.3737,179.9503,-0.0529,-0.4565,-0.3733,-0.0083,0.0339,-0.0065,
1.2,339.9924,943.8129,776.3676,-89.9843,-0.3737,179.9504,0.0835,-0.4529,-0.2518,-0.016,0.0348,-0.0115,
1.212,339.9922,943.8122,776.3614,-89.9832,-0.3738,179.9503,0.0618,-0.5242,-0.4658,-0.0123,0.0344,-0.0105,
1.224,339.9919,943.8114,776.3552,-89.9843,-0.3739,179.9503,-0.0591,-0.4267,-0.3303,-0.0139,0.0356,-0.0073,
1.236,339.9922,943.8123,776.351,-89.9833,-0.3739,179.9503,-0.0119,-0.4877,-0.1665,-0.0148,0.0317,-0.0134,
1.248,339.992,943.8116,776.3448,-89.9833,-0.374,179.9502,0.0296,-0.4504,-0.5134,-0.0159,0.0405,-0.0138,
1.26,339.9917,943.8108,776.3386,-89.9833,-0.3742,179.9502,-0.0064,-0.4045,-0.1636,-0.0108,0.0316,-0.0108,
1.272,339.9922,943.8124,776.3324,-89.9833,-0.3739,179.9503,-0.1178,-0.3089,-0.4593,-0.0199,0.0437,-0.008,
1.284,339.9925,943.813,776.3304,-89.9833,-0.3737,179.9503,0.0137,-0.4131,-0.2518,-0.0124,0.0356,-0.0115,
1.296,339.993,943.8145,776.3242,-89.9834,-0.3735,179.9504,-0.1187,-0.3693,-0.4545,-0.0235,0.0387,-0.0063,
1.308,339.9927,943.8137,776.3181,-89.9834,-0.3736,179.9504,0.0403,-0.4571,-0.1703,-0.01,0.0336,-0.0142,
1.32,339.9925,943.813,776.3119,-89.9834,-0.3738,179.9503,-0.0151,-0.3951,-0.4563,-0.018,0.0376,-0.0054,
1.332,339.9936,943.8161,776.3076,-89.9834,-0.3734,179.9505,-0.0076,-0.3762,-0.2508,-0.0104,0.0332,-0.0115,
1.344,339.9927,943.8138,776.2995,-89.9834,-0.3737,179.9503,-0.0932,-0.4325,-0.5895,-0.0184,0.0436,-0.0079,
1.356,339.9968,943.8159,776.2952,-89.9836,-0.3733,179.9505,0.0348,-0.4769,-0.3332,-0.0162,0.0371,-0.0082,
1.368,339.9936,943.8162,776.289,-89.9834,-0.3734,179.9504,-0.062,-0.4532,-0.3284,-0.0172,0.0357,-0.0065,
