time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.1282,0.1713,-0.1435,-0.0069,0.0079,0.0031,
0.012,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.1157,0.0614,-0.104,0.0051,0.0072,0.0037,
0.024,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.1514,0.1082,-0.3125,-0.0047,0.0117,0.0065,
0.036,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.0486,0.0461,0.0257,-0.0026,0.0038,0.0028,
0.048,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.2021,0.1552,-0.4879,-0.004,0.0106,0.0027,
0.06,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.0654,0.0512,-0.1011,0.0035,-0.0009,0.0039,
0.072,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.1936,0.2367,-0.0936,-0.003,0.0053,0.0073,
0.084,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.0469,0.1003,-0.2353,0.0025,0.0063,0.0016,
0.096,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.032,0.1564,-0.1469,-0.0058,0.0144,0.0039,
0.108,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.2192,0.2266,-0.4447,0.0029,0.0124,0.0043,
0.12,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.0452,0.2097,-0.1889,0.0024,0.0053,0.0033,
0.132,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.1603,0.1917,-0.1891,-0.0112,0.0141,0.0015,
0.144,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.1414,0.0967,-0.1055,0.0041,0.0049,0.0013,
0.156,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.1015,0.2133,-0.4026,-0.002,0.0102,0.0035,
0.168,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.0956,0.0937,-0.1941,0.0025,0.0036,-0.001,
0.18,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.2134,0.1943,-0.1424,0.0039,0.0064,0.0047,
0.192,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.0241,0.136,-0.3187,0.0,0.0027,0.0018,
0.204,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.119,0.1979,-0.2722,0.0023,0.0079,0.005,
0.216,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.1741,0.17,-0.3159,-0.0024,0.0094,0.0033,
0.228,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.0038,0.1312,-0.3178,-0.0031,0.0075,0.0034,
0.24,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.1167,0.1673,-0.0643,0.0049,0.0062,0.0005,
0.252,338.5121,943.3475,777.2227,-89.9868,0.009,-179.6709,-0.1169,0.0871,-0.1428,0.0025,0.0055,0.0055,
0.264,338.5151,943.3491,777.2227,-89.9867,0.0092,-179.6705,-0.0559,0.2169,-0.36,-0.005,0.0113,0.0035,
0.276,338.5143,943.3468,777.2227,-89.9867,0.0088,-179.6706,-0.0965,0.1625,-0.0635,0.0018,0.011,0.0021,
0.288,338.5144,943.3471,777.2205,-89.9867,0.0087,-179.6707,-0.2019,0.2423,-0.4845,-0.0044,0.013,0.0052,
0.3,338.5144,943.3471,777.2205,-89.9867,0.0087,-179.6707,-0.0214,0.0947,-0.1113,0.0053,0.0111,0.0005,
0.312,338.5138,943.3455,777.2185,-89.9867,0.0085,-179.6707,-0.1459,0.1584,-0.3493,-0.0025,0.0074,0.01,
0.324,338.5124,943.3484,777.2185,-89.9868,0.009,-179.6709,-0.0259,0.0637,-0.1458,-0.0024,0.0069,0.0039,
0.336,338.5141,943.3464,777.2143,-89.9867,0.0085,-179.6707,-0.1799,0.0338,-0.2263,-0.01,0.0079,0.0047,
0.348,338.5135,943.3447,777.2123,-89.9867,0.0084,-179.6708,-0.115,0.1929,-0.1041,0.0052,0.0045,0.0023,
0.36,338.5124,943.3414,777.2084,-89.9867,0.008,-179.6709,-0.0793,0.1442,-0.4869,-0.0043,0.0092,0.0044,
0.372,338.5093,943.3398,777.2003,-89.9869,0.0079,-179.6713,-0.1064,0.1636,-0.4908,-0.0041,0.0145,0.0027,
0.384,338.507,943.3332,777.1925,-89.9869,0.0072,-179.6716,-0.0695,0.053,-0.1864,0.0005,0.0008,0.004,
0.396,338.5067,943.3324,777.1863,-89.9869,0.0071,-179.6716,-0.1276,0.2042,-0.4007,-0.0035,0.013,0.0051,
0.408,338.5071,943.3268,777.1805,-89.9868,0.0065,-179.6715,0.0311,0.1136,-0.1496,0.0055,0.0037,0.0024,
0.42,338.5041,943.3251,777.1723,-89.9869,0.0063,-179.6719,-0.2171,0.1666,-0.2688,0.0006,0.0066,0.0057,
0.432,338.504,943.3247,777.1665,-89.9869,0.0065,-179.6718,-0.0979,0.1278,-0.1065,-0.0001,0.0068,0.0005,
0.444,338.5047,943.3268,777.1583,-89.9859,0.0069,-179.6717,-0.1225,0.341,-0.3092,-0.0019,0.011,0.0085,
0.456,338.5054,943.329,777.1502,-89.987,0.0074,-179.6715,-0.0912,0.1518,-0.2765,0.0062,0.0051,0.0025,
0.468,338.5053,943.3285,777.1444,-89.9859,0.0076,-179.6714,-0.1254,0.1145,-0.0596,-0.0047,0.0063,0.0021,
0.48,338.5066,943.3323,777.1382,-89.987,0.0082,-179.6712,-0.1794,0.2069,-0.2758,-0.005,0.0161,0.0023,
0.492,338.5066,943.3322,777.13,-89.986,0.0082,-179.6712,-0.0894,0.0979,-0.1413,0.0041,0.0026,0.0064,
0.504,338.5065,943.332,777.1219,-89.9871,0.0083,-179.6712,-0.2014,0.1496,-0.5721,-0.004,0.0073,0.0028,
0.516,338.507,943.3333,777.118,-89.986,0.0087,-179.6711,0.0034,0.1257,-0.2411,0.0057,0.0057,-0.0017,
0.528,338.5083,943.337,777.1118,-89.986,0.0093,-179.6708,-0.1046,0.2462,-0.4434,-0.0045,0.0135,0.0052,
0.54,338.5082,943.3369,777.1037,-89.9861,0.0094,-179.6708,-0.0979,0.1011,-0.1056,-0.0004,0.0069,0.0013,
0.552,338.508,943.3362,777.0975,-89.9861,0.0092,-179.6709,-0.1578,0.1609,-0.3596,-0.0085,0.0126,0.0025,
0.564,338.5079,943.336,777.0894,-89.9861,0.0093,-179.6708,-0.0212,0.1897,-0.1496,0.0021,0.0017,0.0,
0.576,338.5084,943.3376,777.0832,-89.9861,0.0095,-179.6708,-0.1814,0.1159,-0.4313,-0.0134,0.007,0.0101,
0.588,338.5089,943.3388,777.0793,-89.9861,0.0099,-179.6706,0.0237,0.178,-0.1531,0.0018,0.0112,0.0007,
0.6,338.5094,943.3403,777.0731,-89.9862,0.0102,-179.6705,-0.0953,0.1541,-0.1898,0.0017,0.006,0.0024,
0.612,338.5091,943.3396,777.067,-89.9862,0.01,-179.6706,-0.0556,0.1308,-0.3164,-0.006,0.008,0.0034,
0.624,338.5097,943.3411,777.0608,-89.9862,0.0103,-179.6705,-0.0178,0.2092,-0.063,0.0067,0.0125,0.0047,
0.636,338.5094,943.3403,777.0546,-89.9862,0.0101,-179.6706,-0.158,0.1679,-0.0564,-0.0115,0.0141,0.0046,
