time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.9445,943.2186,777.3005,-89.513,0.0879,-179.4884,0.1311,-0.0139,-0.0361,-0.0099,0.0064,0.0188,
0.012,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.2108,-0.1129,0.248,-0.0009,0.0047,0.01,
0.024,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.1254,-0.058,-0.04,-0.012,0.014,0.0178,
0.036,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.3075,-0.0393,0.075,-0.0016,-0.0007,0.0081,
0.048,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.006,0.0077,0.175,-0.0111,0.0136,0.0167,
0.06,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.2382,-0.0389,0.2959,-0.0001,0.006,0.0142,
0.072,339.9437,943.2164,777.3005,-89.5119,0.0875,-179.4885,0.0776,0.046,-0.1292,-0.0092,0.0136,0.0147,
0.084,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.2525,-0.0739,0.2105,-0.008,0.01,0.0143,
0.096,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.157,-0.0193,0.1693,-0.0057,0.0119,0.0151,
0.108,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.2509,-0.136,0.2028,-0.0073,0.0076,0.0084,
0.12,339.9424,943.2194,777.3005,-89.5121,0.088,-179.4888,0.2288,-0.0338,0.039,-0.0059,0.0111,0.0145,
0.132,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.1638,-0.0344,0.0004,-0.0013,0.0027,0.0155,
0.144,339.9446,943.2189,777.2982,-89.5119,0.0877,-179.4885,0.1312,-0.0144,0.0797,-0.0056,0.0089,0.0111,
0.156,339.9425,943.2197,777.2982,-89.5121,0.0879,-179.4888,0.1718,-0.0005,-0.043,-0.0129,0.0159,0.0162,
0.168,339.9445,943.2186,777.3005,-89.5119,0.0879,-179.4884,0.1832,-0.0374,-0.0036,-0.0029,0.01,0.0145,
