time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.4518,944.276,771.605,-129.912,0.0012,179.9991,4.1977,-9.923,-40.2732,0.7236,0.5398,0.2173,
0.012,339.4511,944.2741,771.6054,-129.9131,0.0012,179.9991,4.3235,-9.8315,-40.3603,0.7066,0.5448,0.2151,
0.024,339.451,944.2738,771.6077,-129.9141,0.0014,179.999,4.3925,-9.8409,-40.367,0.7019,0.5314,0.2063,
0.036,339.4509,944.2735,771.6099,-129.9163,0.0015,179.9989,4.2402,-9.7369,-40.1817,0.69,0.527,0.2104,
0.048,339.4502,944.2716,771.6103,-129.9152,0.0015,179.9989,4.2376,-9.6165,-39.5399,0.6809,0.5141,0.2032,
0.06,339.4501,944.2713,771.6126,-129.9173,0.0017,179.9989,4.1195,-9.6103,-39.876,0.6843,0.5122,0.207,
0.072,339.45,944.2711,771.6148,-129.9173,0.0019,179.9988,4.2113,-9.6676,-39.6664,0.6983,0.4995,0.2043,
0.084,339.4493,944.2694,771.6129,-129.9184,0.0017,179.9989,3.8063,-9.7123,-39.7393,0.7015,0.4859,0.206,
0.096,339.4513,944.2658,771.6152,-129.9196,0.0015,179.9989,3.9764,-9.6492,-39.27,0.696,0.4769,0.2024,
0.108,339.4513,944.2659,771.6152,-129.9227,0.0015,179.9989,3.8958,-9.5119,-39.2238,0.6903,0.4868,0.2048,
0.12,339.4506,944.2639,771.6155,-129.927,0.0015,179.9989,3.9976,-9.4337,-38.9639,0.6657,0.4727,0.1983,
0.132,339.4505,944.264,771.6155,-129.9365,0.0015,179.9989,3.8264,-9.474,-39.3078,0.67,0.4791,0.1985,
0.144,339.45,944.264,771.6178,-129.9703,0.0017,179.9989,3.8573,-9.4332,-39.3096,0.6764,0.4787,0.1985,
0.156,339.4496,944.2643,771.6178,-130.0178,0.0017,179.9989,3.7164,-9.3992,-39.1543,0.6649,0.4819,0.1833,
0.168,339.4488,944.2646,771.6201,-130.0917,0.0018,179.9988,3.4527,-9.378,-39.0402,0.67,0.4624,0.165,
0.18,339.4477,944.2654,771.6201,-130.211,0.0018,179.9988,3.4053,-9.2932,-38.1385,0.6844,0.45,0.1648,
0.192,339.4482,944.2629,771.6224,-130.3663,0.0016,179.9989,3.2808,-9.2871,-38.3477,0.6817,0.4482,0.1659,
0.204,339.4438,944.2651,771.6224,-130.5266,0.0016,179.9989,3.4482,-9.2359,-38.0155,0.6805,0.4519,0.1605,
0.216,339.4443,944.2634,771.6227,-130.7063,0.0016,179.9989,3.2716,-9.1779,-37.0689,0.6902,0.4503,0.1624,
0.228,339.4445,944.2619,771.623,-130.9123,0.0016,179.9989,3.4393,-9.5632,-37.6835,0.7182,0.451,0.1619,
0.24,339.4431,944.2652,771.625,-131.1266,0.0018,179.9988,3.3265,-9.0786,-37.7639,0.6869,0.4757,0.1623,
0.252,339.4437,944.2656,771.6273,-131.3644,0.0019,179.9987,3.4345,-8.9111,-36.9457,0.6842,0.453,0.1585,
0.264,339.4407,944.2658,771.6253,-131.6188,0.0018,179.9988,2.9728,-9.2964,-36.4754,0.7279,0.4473,0.1618,
0.276,339.4412,944.2663,771.6276,-131.8755,0.0019,179.9987,3.0148,-8.9493,-35.7414,0.7125,0.4368,0.1582,
0.288,339.4412,944.2654,771.6257,-132.1185,0.0018,179.9988,2.6488,-8.9347,-35.983,0.7074,0.426,0.161,
0.3,339.4447,944.2649,771.6279,-132.3638,0.0019,179.9987,2.8929,-9.0368,-36.092,0.7371,0.4227,0.1528,
0.312,339.4448,944.264,771.626,-132.6026,0.0017,179.9988,2.5188,-8.9038,-35.7723,0.7438,0.4209,0.163,
0.324,339.4446,944.2625,771.626,-132.8477,0.0014,179.9989,2.474,-8.5303,-35.2131,0.714,0.3895,0.1468,
0.336,339.4452,944.2631,771.6283,-133.0907,0.0015,179.9989,2.455,-8.3903,-34.2109,0.6828,0.3823,0.1491,
0.348,339.4481,944.2608,771.6286,-133.3275,0.0015,179.9989,2.5196,-8.2623,-34.0459,0.6767,0.3855,0.1441,
0.36,339.4482,944.2597,771.629,-133.5642,0.0015,179.9989,2.2687,-8.2779,-34.9728,0.7115,0.3646,0.1546,
0.372,339.4488,944.2603,771.6312,-133.8124,0.0017,179.9988,2.075,-8.2667,-33.4363,0.7027,0.3513,0.1417,
0.384,339.4518,944.2584,771.6293,-134.0567,0.0015,179.9988,2.022,-8.612,-35.117,0.7542,0.3356,0.1428,
0.396,339.4524,944.2589,771.6316,-134.2965,0.0017,179.9988,2.2817,-7.3183,-33.03,0.7449,0.3718,0.1377,
0.408,339.4526,944.2581,771.6296,-134.531,0.0015,179.9988,0.9175,-8.8875,-34.3061,0.6515,0.2409,0.1428,
0.42,339.4533,944.2586,771.6319,-134.7656,0.0017,179.9988,1.8052,-8.6078,-32.6024,0.6646,0.3386,0.1428,
0.432,339.4534,944.2575,771.6322,-135.0065,0.0017,179.9988,1.6496,-8.024,-32.4754,0.6884,0.2818,0.1259,
0.444,339.4541,944.2584,771.6322,-135.2558,0.0017,179.9988,1.2618,-7.9929,-32.474,0.7103,0.2663,0.1225,
0.456,339.4542,944.2574,771.6326,-135.4988,0.0016,179.9988,1.9842,-7.4519,-32.4181,0.6366,0.306,0.1333,
0.468,339.4543,944.2566,771.6306,-135.7439,0.0015,179.9988,0.8277,-8.1076,-31.9472,0.7234,0.2018,0.1431,
0.48,339.455,944.2572,771.6329,-135.9848,0.0016,179.9987,0.8747,-7.903,-32.64,0.6676,0.2269,0.1326,
0.492,339.4551,944.2562,771.6333,-136.2257,0.0016,179.9987,0.9249,-7.3275,-31.9844,0.6386,0.23,0.1342,
0.504,339.4554,944.2554,771.6313,-136.4645,0.0015,179.9988,0.7431,-7.9221,-33.103,0.7036,0.2254,0.1446,
0.516,339.4553,944.2538,771.6336,-136.7053,0.0013,179.9989,0.681,-7.5157,-30.8349,0.6679,0.1802,0.1187,
0.528,339.4562,944.255,771.6339,-136.942,0.0016,179.9987,0.644,-7.5654,-31.2609,0.6364,0.1496,0.1366,
0.54,339.4557,944.252,771.632,-137.1839,0.0011,179.999,1.4561,-7.3486,-30.838,0.6253,0.2184,0.1265,
0.552,339.4601,944.2539,771.6343,-137.4218,0.0016,179.9987,0.2715,-7.0341,-31.6356,0.6451,0.1156,0.1298,
0.564,339.4567,944.2519,771.6323,-137.6594,0.0011,179.999,0.5682,-7.1015,-31.0822,0.6049,0.1336,0.1274,
0.576,339.4575,944.2526,771.6346,-137.8939,0.0013,179.9989,0.3147,-7.2275,-31.7314,0.6277,0.1422,0.1277,
0.588,339.4577,944.2516,771.6349,-138.1401,0.0012,179.9989,0.3261,-6.9743,-31.0087,0.6321,0.1272,0.1189,
0.6,339.4579,944.251,771.633,-138.382,0.0011,179.999,0.1171,-6.7626,-30.6972,0.5693,0.1255,0.1098,
0.612,339.4587,944.2517,771.6353,-138.6229,0.0012,179.9989,-0.314,-6.8426,-29.9956,0.6122,0.1249,0.1256,
0.624,339.4591,944.2509,771.6333,-138.8511,0.0011,179.999,0.5807,-6.8926,-30.1965,0.5937,0.1354,0.1139,
0.636,339.46,944.2516,771.6356,-139.0878,0.0012,179.9989,0.3351,-6.5641,-29.996,0.5534,0.1089,0.1146,
0.648,339.4602,944.2507,771.636,-139.3297,0.0012,179.9989,0.6062,-6.4977,-29.5711,0.5313,0.1096,0.1102,
0.66,339.4604,944.2501,771.634,-139.5791,0.0011,179.999,0.225,-6.599,-29.6578,0.565,0.1136,0.1138,
0.672,339.4606,944.2492,771.6344,-139.8231,0.0011,179.999,0.0094,-6.1632,-29.2803,0.5201,0.0581,0.1091,
0.684,339.4581,944.2497,771.6324,-140.068,0.0009,179.9991,0.214,-6.3262,-30.2301,0.497,0.0796,0.1085,
0.696,339.4589,944.2504,771.6347,-140.311,0.0011,179.999,0.2387,-6.3405,-29.5196,0.519,0.07,0.0976,
0.708,339.4592,944.2495,771.635,-140.5498,0.0011,179.999,-0.1228,-5.8267,-29.1525,0.487,0.0514,0.0963,
0.72,339.4601,944.2503,771.6373,-140.7865,0.0012,179.9989,0.0157,-5.9298,-28.1167,0.4884,0.0345,0.0992,
0.732,339.4604,944.2497,771.6354,-141.0284,0.001,179.999,0.0925,-5.6991,-28.9791,0.4598,0.0576,0.0956,
0.744,339.4602,944.2471,771.6338,-141.2609,0.0009,179.9991,0.3458,-5.6986,-28.7583,0.4342,0.0251,0.0887,
0.756,339.4618,944.2498,771.6357,-141.5017,0.001,179.999,-0.018,-5.5414,-28.8325,0.4322,0.0182,0.0897,
0.768,339.4592,944.25,771.636,-141.7425,0.001,179.999,0.1452,-5.7472,-28.313,0.4414,0.0165,0.0979,
0.78,339.4596,944.2494,771.6341,-141.9802,0.0009,179.9991,0.0583,-5.4741,-27.8773,0.4015,0.0159,0.092,
0.792,339.46,944.2486,771.6344,-142.2147,0.0009,179.9991,0.0664,-5.189,-27.4709,0.4166,0.0271,0.0807,
0.804,339.4603,944.2478,771.6348,-142.4619,0.0009,179.9991,0.1562,-5.323,-27.7352,0.4104,0.0138,0.0721,
0.816,339.4612,944.2486,771.637,-142.7007,0.001,179.999,0.1526,-5.1652,-27.5104,0.4078,0.0395,0.0857,
0.828,339.4617,944.2481,771.6351,-142.9427,0.0009,179.9991,0.3324,-4.8179,-27.2508,0.361,0.0063,0.0685,
0.84,339.4592,944.2483,771.6354,-143.177,0.0009,179.9991,0.2086,-4.7176,-27.0663,0.3341,0.0166,0.0732,
0.852,339.4596,944.2474,771.6358,-143.4105,0.0009,179.9991,0.1659,-4.8254,-26.3204,0.3433,-0.0173,0.0783,
0.864,339.4601,944.2469,771.6338,-143.6493,0.0007,179.9991,0.0259,-4.5835,-26.7453,0.3077,-0.0127,0.0718,
0.876,339.461,944.2478,771.6361,-143.8976,0.0008,179.999,0.1141,-4.7579,-26.8235,0.3146,-0.0319,0.0753,
0.888,339.4614,944.2471,771.6364,-144.1395,0.0008,179.999,-0.0356,-4.4432,-26.8402,0.3259,0.0022,0.0717,
0.9,339.4611,944.2444,771.6345,-144.3846,0.0004,179.9994,0.0835,-4.3966,-25.7659,0.3097,-0.0207,0.0649,
0.912,339.4586,944.2447,771.6348,-144.6253,0.0004,179.9994,0.0622,-4.16,-25.8078,0.2693,-0.0151,0.0571,
0.924,339.459,944.2439,771.6352,-144.8652,0.0004,179.9994,0.1688,-4.1231,-25.8547,0.28,-0.0105,0.0588,
0.936,339.4601,944.2448,771.6375,-145.1018,0.0005,179.9993,0.2734,-4.0709,-25.8562,0.2416,-0.012,0.0501,
0.948,339.4606,944.2443,771.6355,-145.3427,0.0004,179.9994,0.1528,-3.8858,-25.924,0.2308,-0.042,0.0501,
0.96,339.4582,944.2446,771.6359,-145.5781,0.0004,179.9994,0.1296,-3.7802,-25.5086,0.2394,-0.0176,0.0483,
0.972,339.4587,944.2439,771.6362,-145.8201,0.0004,179.9994,0.1526,-3.737,-25.7773,0.1999,-0.0475,0.0545,
0.984,339.4592,944.2432,771.6365,-146.0588,0.0004,179.9994,0.1815,-3.5748,-24.7062,0.1732,-0.0544,0.046,
0.996,339.4598,944.2427,771.6346,-146.2934,0.0002,179.9995,0.0453,-3.5519,-25.207,0.1813,-0.0551,0.0557,
