time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.1644,943.4601,777.0921,-89.9923,0.0017,-179.9997,-0.0759,0.2575,0.0516,0.0108,-0.0171,-0.0172,
0.012,339.1636,943.4578,777.0921,-89.9912,0.0013,-179.9998,0.0485,0.1613,0.1341,0.0124,-0.0201,-0.0181,
0.024,339.1636,943.4578,777.0921,-89.9912,0.0013,-179.9998,-0.1074,0.1245,-0.1539,0.0048,-0.0073,-0.0089,
0.036,339.1636,943.4578,777.0921,-89.9912,0.0013,-179.9998,0.0018,0.2731,0.0076,0.0153,-0.0172,-0.0162,
0.048,339.1642,943.4595,777.094,-89.9912,0.0015,-179.9997,-0.1889,0.0681,-0.2018,-0.0017,-0.013,-0.0163,
0.06,339.1642,943.4595,777.094,-89.9912,0.0015,-179.9997,0.0471,0.0329,0.2668,0.0093,-0.0175,-0.0143,
0.072,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,-0.1343,0.2588,-0.1219,0.0049,-0.0131,-0.0195,
0.084,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,-0.0661,0.0774,0.0453,-0.0004,-0.017,-0.0231,
0.096,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,-0.1202,0.1817,-0.0253,0.013,-0.0148,-0.0098,
0.108,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,-0.0085,0.0775,0.042,0.0084,-0.0176,-0.0231,
0.12,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,-0.082,0.2068,-0.0744,0.0057,-0.0145,-0.0154,
0.132,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,-0.0703,0.2041,0.1423,0.0131,-0.0188,-0.0132,
0.144,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,-0.0803,0.1156,0.0478,0.0076,-0.0194,-0.0206,
0.156,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,0.0014,0.0821,0.0503,0.0145,-0.0177,-0.0157,
0.168,339.1642,943.4595,777.094,-89.9912,0.0015,-179.9997,-0.046,0.2677,0.1772,0.0153,-0.02,-0.0189,
0.18,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,-0.2141,0.2174,-0.1195,-0.0014,-0.0121,-0.0196,
0.192,339.1634,943.4572,777.094,-89.9922,0.0011,-179.9999,0.0754,0.0469,0.1763,0.0154,-0.0161,-0.0159,
0.204,339.1642,943.4595,777.094,-89.9922,0.0015,-179.9997,-0.1791,0.3166,-0.1132,0.0057,-0.0126,-0.0136,
0.216,339.1642,943.4595,777.094,-89.9912,0.0015,-179.9997,-0.0644,0.0788,-0.0418,0.0026,-0.0153,-0.023,
0.228,339.1636,943.4578,777.0921,-89.9922,0.0013,-179.9998,-0.0765,0.1235,0.1001,0.0077,-0.0178,-0.0132,
0.24,339.1636,943.4578,777.0921,-89.9922,0.0013,-179.9998,-0.0488,0.1742,0.0436,0.0142,-0.0248,-0.0237,
0.252,339.1636,943.4578,777.0921,-89.9922,0.0013,-179.9998,-0.1372,0.2919,-0.0813,0.0038,-0.0089,-0.0204,
0.264,339.1636,943.4578,777.0921,-89.9922,0.0013,-179.9998,-0.05,0.0825,0.3051,0.0115,-0.0172,-0.0186,
0.276,339.1636,943.4578,777.0921,-89.9922,0.0013,-179.9998,-0.1095,0.1452,-0.1223,0.0065,-0.0081,-0.0172,
0.288,339.1629,943.4559,777.0924,-89.9922,0.0013,-179.9998,0.0346,0.1319,-0.1649,0.0017,-0.019,-0.0193,
0.3,339.163,943.4562,777.0901,-89.9922,0.0011,-179.9999,-0.1506,0.1648,0.2212,0.0097,-0.0145,-0.0184,
0.312,339.1618,943.4529,777.0862,-89.9912,0.0008,-180.0,-0.1764,0.1765,0.0565,0.007,-0.0158,-0.0148,
0.324,339.1606,943.4496,777.0823,-89.9922,0.0005,179.9999,-0.0686,0.1217,-0.031,0.0166,-0.0178,-0.0131,
0.336,339.1594,943.4463,777.0784,-89.9922,0.0002,179.9998,-0.1541,0.2211,-0.0255,0.0045,-0.0145,-0.0122,
