time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.2833,-0.337,0.7295,-0.0078,0.018,0.0122,
0.012,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.2016,-0.3218,0.2605,-0.0119,0.0232,0.0136,
0.024,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.2531,-0.3546,0.4257,-0.0094,0.0193,0.0093,
0.036,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.16,-0.3472,0.4354,-0.0077,0.0229,0.0166,
0.048,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.2811,-0.3728,0.558,-0.0097,0.0139,0.0108,
0.06,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.2813,-0.3099,0.5139,-0.0074,0.0197,0.0117,
0.072,339.5368,942.7327,777.3057,-89.7484,0.3762,179.7632,0.1591,-0.2679,0.4761,-0.0082,0.0219,0.0142,
0.084,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.2556,-0.3578,0.5982,-0.0095,0.0158,0.0091,
0.096,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.114,-0.2202,0.355,-0.0075,0.0174,0.0178,
0.108,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.2569,-0.3561,0.6016,-0.0095,0.0158,0.0116,
0.12,339.5375,942.7347,777.3054,-89.7484,0.3762,179.7632,0.196,-0.2737,0.473,-0.0188,0.0189,0.0093,
0.132,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.262,-0.2739,0.5575,-0.004,0.0165,0.0117,
0.144,339.5374,942.7344,777.3077,-89.7484,0.3764,179.7632,0.2344,-0.302,0.4335,-0.0058,0.0244,0.0167,
0.156,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.173,-0.3404,0.2963,-0.0136,0.0227,0.0077,
0.168,339.5352,942.7351,777.3077,-89.7485,0.3765,179.7629,0.0895,-0.2243,0.5652,-0.0061,0.0235,0.0165,
0.18,339.5346,942.7335,777.3057,-89.7485,0.3763,179.7628,0.1822,-0.3153,0.5599,-0.0103,0.0175,0.0116,
0.192,339.5374,942.7344,777.3077,-89.7484,0.3764,179.7632,0.2058,-0.3566,0.5939,-0.0079,0.019,0.0065,
0.204,339.5374,942.7344,777.3077,-89.7484,0.3764,179.7632,0.2474,-0.3417,0.2212,-0.0152,0.026,0.017,
0.216,339.5368,942.7327,777.3057,-89.7484,0.3762,179.7632,0.2361,-0.3666,0.5547,-0.0036,0.0195,0.0107,
0.228,339.5368,942.7327,777.3057,-89.7484,0.3762,179.7632,0.2009,-0.2921,0.3922,-0.0145,0.0231,0.0151,
0.24,339.5368,942.7327,777.3057,-89.7484,0.3762,179.7632,0.3581,-0.3217,0.5144,-0.0047,0.0188,0.0134,
0.252,339.5368,942.7327,777.3057,-89.7484,0.3762,179.7632,0.156,-0.2454,0.215,-0.0079,0.022,0.0113,
0.264,339.5369,942.733,777.3034,-89.7494,0.376,179.7631,0.2615,-0.3277,0.6845,-0.0047,0.0166,0.0106,
