time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.4142,943.9129,772.11,-128.4421,0.001,179.9991,1.2387,-10.0857,-29.1803,1.3984,0.703,0.1588,
0.012,339.4106,943.912,772.1103,-128.443,0.001,179.9991,1.0652,-10.0693,-28.7833,1.4063,0.6773,0.1594,
0.024,339.4091,943.9078,772.1107,-128.4429,0.0006,179.9993,0.9029,-9.996,-29.0314,1.3867,0.6589,0.1544,
0.036,339.4114,943.9052,772.1087,-128.4442,0.0005,179.9993,0.7515,-9.9245,-28.4277,1.3996,0.6588,0.1576,
0.048,339.4113,943.9049,772.111,-128.4442,0.0006,179.9993,0.6298,-9.8093,-28.4485,1.3835,0.618,0.1568,
0.06,339.4106,943.9029,772.1113,-128.4452,0.0006,179.9993,0.6506,-9.6991,-28.8317,1.364,0.6377,0.1598,
0.072,339.4135,943.9019,772.1113,-128.4454,0.0006,179.9993,0.4649,-9.8525,-28.1421,1.3609,0.6089,0.1523,
0.084,339.4134,943.9016,772.1136,-128.4475,0.0008,179.9992,0.3944,-9.5864,-28.561,1.3404,0.6076,0.1525,
0.096,339.4127,943.9001,772.1117,-128.4602,0.0006,179.9993,0.4106,-9.6868,-28.2637,1.3511,0.5942,0.1497,
0.108,339.4124,943.9002,772.1117,-128.4866,0.0006,179.9993,0.315,-9.4845,-28.2143,1.3283,0.594,0.1474,
0.12,339.4119,943.9003,772.1139,-128.5299,0.0008,179.9992,0.3124,-9.6548,-28.2365,1.3546,0.5869,0.1356,
0.132,339.4105,943.8984,772.1139,-128.5943,0.0004,179.9993,-0.0003,-9.7065,-27.9316,1.3514,0.5671,0.1294,
0.144,339.4123,943.8982,772.1139,-128.7063,0.0004,179.9993,-0.2078,-9.7725,-27.3041,1.3821,0.547,0.1169,
0.156,339.4108,943.8992,772.1139,-128.8605,0.0004,179.9993,-0.388,-9.6811,-28.035,1.3612,0.5633,0.1127,
0.168,339.4085,943.8988,772.112,-129.0326,0.0003,179.9994,-0.4798,-9.7985,-27.5984,1.3554,0.5384,0.1099,
0.18,339.4067,943.8997,772.1143,-129.2089,0.0004,179.9993,-0.7351,-9.6939,-27.2878,1.3601,0.5278,0.112,
0.192,339.4077,943.9001,772.1143,-129.4139,0.0004,179.9993,-0.4909,-9.6359,-26.9902,1.3335,0.5162,0.1039,
0.204,339.4085,943.9006,772.1143,-129.6315,0.0004,179.9993,-0.656,-9.457,-26.9796,1.336,0.5179,0.1098,
0.216,339.4086,943.8995,772.1123,-129.8671,0.0002,179.9994,-0.6225,-9.4581,-27.0218,1.3181,0.5006,0.102,
0.228,339.409,943.9003,772.1123,-130.1217,0.0002,179.9994,-0.9964,-9.4117,-27.1479,1.3147,0.5125,0.1017,
0.24,339.4065,943.9018,772.1146,-130.3741,0.0004,179.9993,-0.7712,-9.4684,-26.7033,1.3257,0.4814,0.11,
0.252,339.4093,943.8995,772.1123,-130.6204,-0.0001,179.9995,-0.8677,-9.2432,-26.7347,1.3003,0.4778,0.1096,
