time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.5253,944.1152,771.7581,-127.9907,-0.0009,179.9998,2.1969,-7.442,-37.3652,0.6227,0.2981,0.1962,
0.012,339.5245,944.1133,771.7584,-127.9917,-0.0009,179.9998,2.0333,-7.3132,-37.7416,0.6306,0.305,0.2041,
0.024,339.5274,944.1123,771.7584,-127.9929,-0.0009,179.9998,2.3456,-7.2918,-37.0203,0.6183,0.2842,0.1938,
0.036,339.5273,944.112,771.7607,-127.994,-0.0008,179.9997,2.0299,-7.3254,-37.4437,0.6244,0.2965,0.1989,
0.048,339.5273,944.112,771.7607,-127.994,-0.0008,179.9997,2.1764,-7.3096,-37.2397,0.6243,0.288,0.1906,
0.06,339.5273,944.112,771.7607,-127.9951,-0.0008,179.9997,2.1238,-7.4227,-37.7957,0.6246,0.2898,0.192,
0.072,339.5267,944.1104,771.7588,-127.9982,-0.0009,179.9998,2.2961,-7.4086,-37.585,0.6245,0.2861,0.1902,
0.084,339.5265,944.1101,771.761,-128.0024,-0.0008,179.9997,1.9824,-7.332,-37.3985,0.62,0.2761,0.1934,
0.096,339.5265,944.1101,771.761,-128.0077,-0.0008,179.9997,2.1798,-7.4281,-36.9833,0.6243,0.2806,0.1885,
0.108,339.5263,944.1102,771.761,-128.0225,-0.0008,179.9997,1.9518,-7.2019,-37.3071,0.6126,0.2796,0.1958,
0.12,339.5259,944.1102,771.7633,-128.0542,-0.0006,179.9997,2.2164,-7.4331,-37.6319,0.6198,0.2828,0.1845,
0.132,339.5256,944.1104,771.7633,-128.0922,-0.0006,179.9997,2.0432,-7.3773,-37.6784,0.6192,0.2806,0.1787,
0.144,339.527,944.108,771.7637,-128.1758,-0.0006,179.9997,1.616,-7.3312,-37.0996,0.6292,0.2536,0.1523,
0.156,339.5227,944.11,771.7637,-128.3139,-0.0006,179.9997,1.8205,-7.2712,-36.9094,0.6249,0.267,0.1396,
0.168,339.524,944.1101,771.7637,-128.4766,-0.0006,179.9997,1.5636,-7.2311,-37.3698,0.6125,0.2642,0.1411,
0.18,339.5218,944.1092,771.764,-128.634,-0.0006,179.9997,1.7697,-7.1335,-37.0738,0.6223,0.2683,0.1433,
0.192,339.5208,944.112,771.7659,-128.8018,-0.0004,179.9996,1.4835,-7.2289,-37.1133,0.6275,0.2651,0.143,
0.204,339.5182,944.1114,771.7663,-128.9982,-0.0004,179.9996,1.6429,-7.2233,-36.401,0.6196,0.2739,0.1337,
0.216,339.5191,944.1119,771.7663,-129.2116,-0.0004,179.9996,1.4753,-6.9454,-36.3387,0.6144,0.267,0.1415,
0.228,339.5166,944.1133,771.7686,-129.4534,-0.0003,179.9996,1.5327,-7.122,-36.0123,0.624,0.2598,0.1309,
0.24,339.5166,944.1123,771.7666,-129.7038,-0.0004,179.9997,1.0849,-7.2448,-36.3385,0.6338,0.2495,0.1377,
