time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.0923,-0.2527,0.1261,0.0016,0.0081,0.0167,
0.012,339.1295,943.3703,777.2318,-89.7451,0.3703,179.9863,-0.2132,-0.1557,0.0897,0.0015,0.0102,0.0201,
0.024,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.1867,-0.1899,0.2195,0.0025,0.0125,0.0223,
0.036,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,0.0025,-0.1887,0.2883,0.0021,0.0136,0.0124,
0.048,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.1691,-0.2012,0.0901,-0.0021,0.0148,0.0216,
0.06,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.0665,-0.2906,0.4637,0.0025,0.0086,0.0137,
0.072,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.2123,-0.2084,0.048,0.0024,0.0112,0.0217,
0.084,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.0547,-0.2372,0.4236,0.0121,0.0068,0.0171,
0.096,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.1911,-0.171,0.1754,-0.0017,0.0083,0.0192,
0.108,339.1303,943.3725,777.2318,-89.7461,0.3706,179.9864,-0.1012,-0.2137,-0.0441,-0.0038,0.0166,0.0185,
0.12,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.0689,-0.2875,0.2913,0.0026,0.0121,0.0139,
0.132,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.1544,-0.1886,0.1249,-0.008,0.0162,0.015,
0.144,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,0.0324,-0.2413,0.2516,0.003,0.0041,0.015,
0.156,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.2124,-0.2383,0.1319,0.002,0.0095,0.0199,
0.168,339.1289,943.3686,777.2299,-89.7461,0.3701,179.9862,-0.0168,-0.1794,0.3329,0.0053,0.0104,0.0132,
0.18,339.1316,943.3695,777.2318,-89.746,0.3701,179.9866,-0.2126,-0.1449,0.4728,0.0015,0.0151,0.0194,
0.192,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.2094,-0.205,0.3426,0.0053,0.0127,0.0188,
0.204,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.0681,-0.1527,0.2084,0.0027,0.011,0.015,
0.216,339.1295,943.3703,777.2318,-89.7461,0.3703,179.9863,-0.1622,-0.1827,0.1328,0.0026,0.0088,0.0209,
0.228,339.129,943.3689,777.2276,-89.7461,0.3699,179.9862,-0.0392,-0.2738,0.4245,0.0042,0.0091,0.0171,
0.24,339.129,943.3689,777.2276,-89.7461,0.3699,179.9862,-0.1265,-0.0588,-0.1745,-0.0019,0.0217,0.018,
0.252,339.1311,943.3682,777.2276,-89.746,0.3698,179.9865,-0.0177,-0.2639,0.2903,0.0043,0.0089,0.0132,
0.264,339.129,943.3689,777.2276,-89.7461,0.3699,179.9862,-0.2138,-0.0847,0.0814,0.0068,0.0227,0.0183,
0.276,339.1305,943.3665,777.2256,-89.746,0.3696,179.9865,-0.0715,-0.2398,0.1246,-0.0013,0.0078,0.0151,
0.288,339.1284,943.3673,777.2256,-89.7461,0.3698,179.9861,-0.2145,-0.1506,0.2989,0.0015,0.0135,0.0172,
0.3,339.1284,943.3673,777.2256,-89.7461,0.3698,179.9861,-0.0661,-0.261,0.2893,0.0059,0.012,0.0131,
0.312,339.1287,943.3682,777.2214,-89.7462,0.3698,179.9861,0.0732,-0.1743,0.0363,-0.0007,0.0128,0.0162,
0.324,339.1281,943.3665,777.2195,-89.7462,0.3696,179.9861,-0.1367,-0.2475,0.39,0.0017,0.0086,0.0213,
0.336,339.1291,943.3625,777.2155,-89.746,0.3692,179.9863,-0.093,-0.19,0.2975,0.0008,0.0122,0.0173,
0.348,339.128,943.3595,777.2094,-89.746,0.3687,179.9861,-0.1306,-0.2626,-0.0872,-0.0089,0.0128,0.0161,
0.36,339.1271,943.3568,777.2035,-89.746,0.3685,179.9861,-0.0603,-0.2671,0.4188,0.0088,0.0069,0.0129,
0.372,339.1254,943.3522,777.1954,-89.746,0.3679,179.9858,-0.1758,-0.089,0.0003,-0.0052,0.0189,0.0185,
0.384,339.1236,943.3473,777.1895,-89.7461,0.3674,179.9856,-0.0183,-0.288,0.252,0.0025,0.0098,0.0165,
0.396,339.1236,943.3471,777.1814,-89.7461,0.3675,179.9857,-0.2143,-0.1473,0.2161,0.0016,0.0152,0.0198,
0.408,339.1257,943.344,777.1736,-89.7463,0.3675,179.9857,-0.0464,-0.2751,0.423,-0.0018,0.0092,0.0146,
0.42,339.1228,943.3449,777.1654,-89.7461,0.3676,179.9857,-0.2139,-0.1768,0.1749,0.0012,0.0136,0.0207,
0.432,339.1232,943.3461,777.1616,-89.7462,0.368,179.9859,-0.207,-0.182,0.3421,0.0071,0.0102,0.018,
0.444,339.1232,943.346,777.1534,-89.7462,0.368,179.9859,-0.1217,-0.1726,0.2088,-0.0004,0.0167,0.0157,
0.456,339.1231,943.3459,777.1453,-89.7462,0.3681,179.9859,-0.1023,-0.2476,0.1661,-0.0058,0.0124,0.0141,
0.468,339.1244,943.3493,777.1414,-89.7462,0.3689,179.9862,-0.0148,-0.1871,0.1629,0.0067,0.0063,0.0135,
0.48,339.1243,943.3492,777.1333,-89.7463,0.3689,179.9862,-0.2014,-0.1573,0.1263,-0.0061,0.0193,0.0166,
0.492,339.1249,943.3507,777.1271,-89.7463,0.3692,179.9863,0.0334,-0.2338,0.4206,0.0046,0.0082,0.0147,
0.504,339.1248,943.3506,777.119,-89.7463,0.3692,179.9863,-0.2744,-0.1747,-0.0413,-0.0061,0.0185,0.0184,
0.516,339.1253,943.3518,777.1151,-89.7453,0.3696,179.9865,-0.0644,-0.2417,0.209,0.0047,0.0061,0.015,
0.528,339.1258,943.3533,777.1089,-89.7464,0.3698,179.9865,-0.2093,-0.1484,0.2578,0.006,0.0143,0.0197,
0.54,339.1264,943.3548,777.1028,-89.7464,0.3701,179.9866,-0.1408,-0.1599,0.1705,0.0028,0.0152,0.0191,
0.552,339.1263,943.3547,777.0947,-89.7464,0.3701,179.9866,-0.1906,-0.2178,0.2994,0.0006,0.0134,0.018,
0.564,339.1268,943.3559,777.0908,-89.7465,0.3705,179.9868,-0.1615,-0.1523,0.2118,0.0059,0.0121,0.0174,
0.576,339.1265,943.3552,777.0846,-89.7465,0.3704,179.9867,-0.0923,-0.1926,0.3367,0.0023,0.0113,0.0148,
0.588,339.127,943.3567,777.0784,-89.7465,0.3706,179.9868,-0.1041,-0.213,0.1287,-0.0083,0.0157,0.0183,
0.6,339.1268,943.3559,777.0722,-89.7465,0.3705,179.9868,-0.04,-0.2153,0.3348,0.0064,0.0133,0.0155,
0.612,339.1272,943.3571,777.0683,-89.7465,0.3709,179.9869,-0.1747,-0.1477,-0.0006,-0.0044,0.0165,0.0177,
0.624,339.1279,943.3589,777.0599,-89.7466,0.3709,179.9869,-0.1333,-0.2777,0.4638,0.0087,0.0094,0.0144,
0.636,339.1284,943.3604,777.0537,-89.7466,0.3712,179.987,-0.1909,-0.1348,0.1322,0.0002,0.0141,0.0208,
