time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.4196,944.1227,771.9308,-128.8306,0.0001,179.9994,0.5262,-11.5345,-30.4348,0.8563,0.4201,0.3312,
0.012,339.4183,944.1191,771.9292,-128.8317,0.0,179.9995,0.543,-11.4133,-30.306,0.8443,0.402,0.3232,
0.024,339.421,944.1178,771.9315,-128.8318,0.0001,179.9994,0.3109,-11.2473,-29.8199,0.8199,0.3773,0.3182,
0.036,339.4203,944.1159,771.9318,-128.8329,0.0001,179.9994,0.2426,-11.0476,-29.8084,0.8195,0.3728,0.3234,
0.048,339.4225,944.1129,771.9322,-128.8341,0.0001,179.9994,0.045,-11.0486,-29.8494,0.8109,0.3432,0.3123,
0.06,339.4247,944.1099,771.9325,-128.8343,0.0001,179.9994,-0.1983,-10.9908,-29.7481,0.8031,0.3291,0.3148,
0.072,339.4261,944.1047,771.9329,-128.8355,-0.0002,179.9996,-0.1666,-10.8726,-29.4942,0.8045,0.3084,0.3067,
0.084,339.4283,944.1017,771.9332,-128.8368,-0.0002,179.9996,-0.259,-10.7467,-29.3536,0.7823,0.3091,0.3092,
0.096,339.4334,944.0977,771.9335,-128.8392,-0.0002,179.9996,-0.3531,-10.6443,-28.9606,0.7718,0.2696,0.2995,
0.108,339.4383,944.0938,771.9339,-128.8544,-0.0002,179.9996,-0.4841,-10.4336,-29.2495,0.7598,0.2591,0.2995,
0.12,339.4431,944.09,771.9342,-128.8832,-0.0002,179.9996,-0.3765,-10.3947,-29.2099,0.7466,0.2569,0.2947,
0.132,339.4478,944.0863,771.9345,-128.9321,-0.0002,179.9996,-0.8589,-10.2995,-28.9925,0.7231,0.2329,0.279,
0.144,339.4528,944.0844,771.9368,-129.0022,-0.0001,179.9995,-0.7845,-9.901,-28.3853,0.7067,0.2161,0.2433,
0.156,339.4539,944.0823,771.9372,-129.1185,-0.0001,179.9995,-0.7712,-9.7983,-28.2411,0.7077,0.2275,0.2265,
0.168,339.4575,944.0793,771.9375,-129.273,-0.0001,179.9995,-0.7649,-9.2232,-28.1301,0.6966,0.2265,0.208,
0.18,339.4609,944.0765,771.9378,-129.4496,-0.0001,179.9995,-0.7449,-9.0414,-27.2576,0.6774,0.2407,0.1869,
0.192,339.4622,944.0767,771.9378,-129.6187,-0.0001,179.9995,-0.8443,-8.5282,-27.0788,0.6719,0.2377,0.1865,
0.204,339.4654,944.074,771.9382,-129.8154,-0.0001,179.9995,-0.3853,-8.1418,-26.4374,0.6561,0.2407,0.1549,
0.216,339.4647,944.0704,771.9385,-130.0394,-0.0004,179.9997,-0.5965,-7.7603,-26.8692,0.6447,0.2334,0.1436,
0.228,339.4691,944.0722,771.9385,-130.271,-0.0001,179.9995,-0.3211,-7.6007,-26.1095,0.6251,0.2246,0.1307,
0.24,339.4681,944.0687,771.9388,-130.5203,-0.0004,179.9997,-0.5794,-7.3119,-25.7786,0.6392,0.233,0.1227,
0.252,339.4686,944.0695,771.9388,-130.777,-0.0005,179.9997,-0.4181,-6.6788,-25.0756,0.6135,0.2382,0.0986,
0.264,339.4713,944.0674,771.9392,-131.0318,-0.0005,179.9997,-0.3429,-6.4287,-25.2117,0.6179,0.2345,0.0925,
0.276,339.4719,944.0681,771.9392,-131.2759,-0.0005,179.9997,-0.2074,-6.1274,-24.8308,0.6063,0.2323,0.0859,
0.288,339.4718,944.0669,771.9395,-131.5241,-0.0005,179.9997,-0.3192,-6.0945,-24.4163,0.5977,0.2401,0.0744,
0.3,339.4753,944.0666,771.9395,-131.7694,-0.0005,179.9997,-0.0811,-5.9632,-24.1186,0.5885,0.2311,0.0704,
0.312,339.4753,944.0654,771.9399,-132.0092,-0.0005,179.9997,0.1307,-5.6794,-24.1206,0.5602,0.2356,0.0652,
0.324,339.476,944.0662,771.9399,-132.2522,-0.0005,179.9997,0.0633,-5.3625,-23.822,0.5208,0.2398,0.0544,
0.336,339.476,944.0653,771.9379,-132.4963,-0.0006,179.9998,0.078,-5.3282,-23.3813,0.4988,0.2133,0.0511,
0.348,339.4766,944.0658,771.9402,-132.7351,-0.0005,179.9997,0.2003,-4.8393,-23.5076,0.5001,0.2187,0.0536,
0.36,339.4767,944.0649,771.9382,-132.977,-0.0006,179.9998,0.4175,-4.8696,-23.5539,0.4755,0.2144,0.0474,
0.372,339.4774,944.0654,771.9405,-133.2137,-0.0005,179.9997,0.2166,-4.7141,-23.1841,0.4569,0.2045,0.0571,
0.384,339.4774,944.0642,771.9409,-133.4493,-0.0005,179.9997,0.5424,-4.5386,-22.9044,0.4479,0.2096,0.0447,
0.396,339.4781,944.065,771.9409,-133.6933,-0.0005,179.9997,0.4172,-4.3585,-23.1868,0.4176,0.2039,0.0472,
0.408,339.4811,944.0632,771.9389,-133.9397,-0.0006,179.9998,0.4966,-4.1349,-22.9347,0.3978,0.1899,0.035,
0.42,339.479,944.065,771.9389,-134.1772,-0.0006,179.9998,0.5926,-4.2168,-22.741,0.3848,0.1804,0.0474,
0.432,339.4819,944.0629,771.9393,-134.4151,-0.0006,179.9998,0.6681,-3.7065,-22.9158,0.3461,0.1869,0.0369,
0.444,339.4801,944.0653,771.9373,-134.6506,-0.0004,179.9997,0.6669,-3.8109,-22.5161,0.3329,0.1668,0.0391,
0.456,339.4808,944.0658,771.9396,-134.8862,-0.0003,179.9997,0.6194,-3.454,-22.7109,0.3047,0.1583,0.0426,
0.468,339.4807,944.0645,771.9396,-135.1323,-0.0006,179.9998,0.7267,-3.528,-22.4263,0.3139,0.1462,0.0315,
0.48,339.4815,944.0657,771.9399,-135.3817,-0.0003,179.9997,0.737,-3.4457,-22.5804,0.2733,0.1441,0.0346,
0.492,339.4809,944.0627,771.938,-135.6236,-0.0008,179.9999,0.6634,-3.171,-22.3442,0.2574,0.115,0.0369,
0.504,339.4815,944.0633,771.9403,-135.8645,-0.0006,179.9999,0.9043,-2.93,-22.643,0.2138,0.1276,0.0336,
0.516,339.4817,944.0625,771.9383,-136.1075,-0.0008,179.9999,1.1005,-2.8176,-22.3268,0.2044,0.1191,0.0428,
0.528,339.4825,944.0632,771.9406,-136.3473,-0.0006,179.9999,0.9046,-2.4696,-22.3017,0.1703,0.1055,0.046,
0.54,339.4806,944.0657,771.9386,-136.5901,-0.0004,179.9998,1.11,-2.4241,-21.9685,0.154,0.0886,0.0328,
0.552,339.4842,944.0653,771.9409,-136.827,-0.0003,179.9997,0.9979,-2.2642,-22.1677,0.1607,0.0939,0.0448,
0.564,339.4808,944.0633,771.939,-137.0645,-0.0008,180.0,1.0134,-2.0711,-22.08,0.1258,0.079,0.0337,
0.576,339.4809,944.0623,771.9393,-137.3054,-0.0008,180.0,0.9916,-2.2156,-21.562,0.1195,0.0617,0.0306,
0.588,339.4847,944.0622,771.9393,-137.5412,-0.0008,180.0,1.1911,-1.8763,-21.938,0.1025,0.0739,0.0383,
0.6,339.4828,944.0644,771.9397,-137.7755,-0.0005,179.9998,1.1436,-1.8194,-21.7725,0.0779,0.0533,0.022,
0.612,339.4831,944.0638,771.9377,-138.0185,-0.0006,179.9999,1.1971,-1.5843,-21.6626,0.0495,0.0478,0.0315,
0.624,339.4839,944.0645,771.94,-138.2605,-0.0005,179.9998,1.3657,-1.5403,-21.6368,0.0332,0.06,0.0208,
0.636,339.4841,944.0638,771.938,-138.5014,-0.0006,179.9999,1.3999,-1.4043,-21.7878,0.0126,0.0551,0.0297,
0.648,339.485,944.0645,771.9403,-138.738,-0.0005,179.9998,1.4662,-1.292,-21.2347,0.0018,0.0455,0.0218,
0.66,339.4854,944.0637,771.9384,-138.9673,-0.0006,179.9999,1.3571,-1.1079,-21.6012,-0.0136,0.0415,0.0293,
0.672,339.4856,944.0627,771.9387,-139.2071,-0.0006,179.9999,1.5509,-1.0902,-21.5653,-0.0152,0.0333,0.0238,
0.684,339.4836,944.0648,771.9387,-139.451,-0.0006,179.9999,1.5561,-0.9205,-21.7235,-0.0578,0.0361,0.0244,
