time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.0348,943.1499,776.0742,-85.6566,-0.0001,179.9944,42.3202,98.8895,-238.6555,-16.537,-3.7054,-2.4199,
0.012,339.0348,943.1499,776.0742,-85.6566,-0.0001,179.9944,41.8446,97.9004,-236.9461,-16.3664,-3.7515,-2.4009,
0.024,339.037,943.1492,776.0742,-85.6565,-0.0003,179.9947,41.4211,97.5135,-235.8278,-16.3125,-3.7401,-2.3864,
0.036,339.037,943.1492,776.0742,-85.6575,-0.0003,179.9947,41.4266,97.9746,-235.4961,-16.3055,-3.7401,-2.3955,
0.048,339.0405,943.1498,776.0761,-85.6566,-0.0001,179.9948,42.1636,99.1942,-237.4332,-16.5227,-3.7303,-2.4111,
0.06,339.0405,943.1498,776.0761,-85.6577,-0.0001,179.9948,41.4206,98.5616,-236.3707,-16.4518,-3.7591,-2.4164,
0.072,339.0404,943.1495,776.0784,-85.6577,0.0,179.9948,41.0603,97.7325,-236.2702,-16.3627,-3.7599,-2.3868,
0.084,339.0433,943.1485,776.0784,-85.6579,0.0,179.9948,42.0979,98.2028,-235.6648,-16.4247,-3.7179,-2.4058,
0.096,339.0439,943.1501,776.0803,-85.6568,0.0002,179.9949,41.2544,98.2698,-236.8677,-16.4265,-3.7539,-2.3973,
0.108,339.0439,943.1501,776.0803,-85.6579,0.0002,179.9949,41.4226,98.1078,-235.9374,-16.3902,-3.7691,-2.4003,
0.12,339.0439,943.1501,776.0803,-85.6568,0.0002,179.9949,41.1843,97.5912,-234.5148,-16.3012,-3.7084,-2.3899,
0.132,339.0438,943.1498,776.0826,-85.6568,0.0003,179.995,40.9573,97.1702,-233.7296,-16.2538,-3.7227,-2.3743,
0.144,339.0443,943.1515,776.0846,-85.6579,0.0005,179.9951,41.146,98.6168,-236.2116,-16.467,-3.7536,-2.3993,
0.156,339.0443,943.1515,776.0846,-85.6579,0.0005,179.9951,41.4211,98.1705,-236.3415,-16.4653,-3.7737,-2.4,
0.168,339.0448,943.1528,776.0888,-85.6579,0.0008,179.9952,41.286,97.9191,-234.8758,-16.3568,-3.7455,-2.3945,
0.18,339.0447,943.1525,776.0911,-85.6579,0.001,179.9953,41.1455,97.7557,-235.0761,-16.3584,-3.762,-2.3901,
0.192,339.0452,943.1539,776.0953,-85.6579,0.0013,179.9954,41.0491,98.0308,-235.1172,-16.3802,-3.7656,-2.397,
