time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,
0.0,339.4296,944.1143,771.6796,-126.9452,-0.0001,179.9995,3.0814,-13.8622,-33.9299,1.7658,0.9047,0.2347,
0.012,339.4296,944.1143,771.6796,-126.9452,-0.0001,179.9995,2.9407,-13.6557,-34.0476,1.7671,0.8985,0.2385,
0.024,339.4284,944.1109,771.6757,-126.9463,-0.0004,179.9996,3.1598,-13.7506,-33.9652,1.7657,0.8943,0.2376,
0.036,339.4313,944.1099,771.6757,-126.9464,-0.0004,179.9996,2.9,-13.6279,-34.5443,1.7439,0.8738,0.2389,
0.048,339.4321,944.1122,771.6757,-126.9475,0.0,179.9995,3.1452,-13.552,-34.4777,1.7294,0.8791,0.2258,
0.06,339.4344,944.1095,771.6738,-126.9487,-0.0002,179.9995,3.0886,-13.5153,-35.159,1.7315,0.9059,0.2363,
0.072,339.4344,944.1095,771.6738,-126.9498,-0.0002,179.9995,2.9275,-13.4126,-34.8472,1.7242,0.8588,0.2276,
0.084,339.4343,944.1096,771.6738,-126.9656,-0.0002,179.9995,2.8913,-13.3209,-34.8911,1.7179,0.875,0.2291,
0.096,339.4369,944.1087,771.6738,-126.9922,-0.0002,179.9995,3.1809,-13.3749,-34.8553,1.7152,0.8709,0.226,
0.108,339.4387,944.1063,771.6719,-127.043,-0.0004,179.9996,2.9753,-13.3023,-35.3243,1.7091,0.8724,0.2241,
0.12,339.4409,944.1058,771.6719,-127.1161,-0.0004,179.9996,2.8248,-13.3654,-34.9532,1.7249,0.8466,0.208,
0.132,339.4398,944.1065,771.6719,-127.2248,-0.0004,179.9996,2.474,-13.2098,-34.9125,1.6988,0.8596,0.1995,
0.144,339.4406,944.1048,771.6699,-127.3738,-0.0006,179.9996,2.7797,-13.1607,-33.941,1.6853,0.8564,0.1885,
0.156,339.439,944.1059,771.6699,-127.5459,-0.0006,179.9996,2.2923,-13.0906,-33.9009,1.7092,0.8513,0.184,
0.168,339.4401,944.1061,771.6699,-127.7245,-0.0006,179.9997,2.6404,-13.2288,-33.7438,1.7203,0.8617,0.1836,
0.18,339.4404,944.1047,771.668,-127.9264,-0.0007,179.9997,2.7858,-13.1541,-33.9871,1.7387,0.8969,0.1776,
0.192,339.4412,944.1052,771.668,-128.1461,-0.0007,179.9997,2.5922,-13.1496,-33.1573,1.7256,0.8779,0.1784,
